net_id,modules
0,"2,7,9,21,23,24,72,75,89,141"
1,"10,32,39,97,131,167,171,194"
2,"65,184"
3,"65,117"
4,"145,179"
5,"94,112,118,172"
6,"3,20,123"
7,"11,46,49,59,79,95,101,127,141,170"
8,"62,82,195"
9,"28,33,38,39,48,61,67,176,194"
10,"4,95,174,185"
11,"0,68,70,71,77,104,117,125,177"
12,"16,30,46,110,173,178,179,190"
13,"52,86,132,143"
14,"7,56,67,110,119,154"
15,"27,86,122,126,167"
16,"3,72,105,199"
17,"30,186"
18,"97,129,144,150,189"
19,"73,180"
20,"9,63,88,94,115,135"
21,"0,43,88,125,136,143,144,188,194"
22,"18,19,20,83,111,113,169"
23,"1,47,74,83,96,167,186"
24,"6,61,68,77,154,192"
25,"41,64,120,131,140"
26,"18,42,53,95,104,106,110,150,165,199"
27,"11,64,86,116,118,130,190"
28,"14,15,52,55,104,149,166,173"
29,"31,73,83,113,147,150,153,177,196"
30,"30,67,74,76,86,90,137,198"
31,"8,46,51,71,78,137,159,173,185,193"
32,"16,39,49,122"
33,"8,21,42,70,82,138,177,184"
34,"5,32,61,100,111,161,176"
35,"40,155,158,167,187"
36,"35,48,67,74,109,151,192,195"
37,"32,52,89,133,135,138,145,186"
38,"30,41,45,72,89,123,134,155,160"
39,"9,125,170"
40,"32,48,72,85,97,110,131,139,148,166"
41,"16,169"
42,"154,187"
43,"34,53,114,174,198"
44,"18,32,62,92"
45,"116,123,181,187"
46,"4,30,186"
47,"12,14,33,50,76,78,149,169,175"
48,"5,19,66,75,151,180"
49,"16,61,113"
50,"39,41,102"
51,"18,135,164,198"
52,"66,82,141,168,180,185"
53,"7,65,81,84,94,114,132,151,160,182"
54,"24,55,104,187"
55,"25,149"
56,"26,163,176"
57,"10,15,39,132,150,185"
58,"24,32,74,89,116,146,147,194,197,199"
59,"12,13,36,47,77,97,99,157,167"
60,"142,177"
61,"47,88,92"
62,"58,63,66,68,71,77,98,126"
63,"6,60,66,81,108,132,179"
64,"5,12,30,38,53,91,107,136,164,178"
65,"8,33,47,74,82,86,156,173,192"
66,"14,70,90,94,96,186,194"
67,"13,19,56,83,85,93,154,163,171"
68,"8,12,57,104"
69,"9,25,34,36,100,178,179,186"
70,"25,47,72,129,133,140,155,195"
71,"89,165"
72,"26,114,145,148,150,185"
73,"9,11,19,23,51,52,55,61,78,142"
74,"3,57"
75,"41,153"
76,"16,61,89,140,181"
77,"21,51,61,64,79,114,135,150,164"
78,"36,135,139"
79,"18,31,74,75,77,130,132,168,182"
80,"8,26,28,50,74,131"
81,"40,101,102,139,146"
82,"10,51,66,84,117,134"
83,"99,124,142,145"
84,"13,58,118,132"
85,"4,125,164,191"
86,"16,47,49,94,103,112,143,167"
87,"1,5,16,53,62,76,113,129,142,196"
88,"27,31,42,61,93,109,113,117,124,197"
89,"54,61,95,107,184,185"
90,"2,4,8,17,28,33,46,76,97,138"
91,"67,112,170"
92,"29,65,84,85,107,114,118,143,194"
93,"29,74,110"
94,"7,30,33,43,85,123,155,192,193,196"
95,"27,117,185,197"
96,"103,182,196"
97,"10,134,183"
98,"52,82,87"
99,"1,4,37,42,57,92,116,199"
100,"116,117,129,148,161,162,172,176,185,191"
101,"0,14,106,120,138,191,197"
102,"11,65,81,85,112,142"
103,"2,67,69,137,175"
104,"96,110,128,140,162,172,194"
105,"8,9,46,73,92,113,126,165,183"
106,"5,74,115,121,171"
107,"19,28,59,71,103,128,175,184,194"
108,"28,35,38,93"
109,"33,42,66,77,85,115,125,131,170"
110,"25,76,97,140"
111,"131,196"
112,"20,25,27,31,57,98,117,137,162"
113,"18,41,49,74,84,88,90,109,132,187"
114,"2,10,17,73,115,132,175"
115,"11,15,23,82,131,155,156,157"
116,"3,48,65,80,82,99,134,166"
117,"2,138"
118,"15,23,38,41,46,87,107,116,119,162"
119,"44,79,94,116,128,166,171"
120,"73,75,87,117,148,174,181,196"
121,"18,42,86,90,137"
122,"3,154,162"
123,"0,10,11,40,98,163,175,188"
124,"40,105,143,178"
125,"6,24,119,153,154,164"
126,"46,98,108"
127,"4,16,38,82,110,120,131,160,196"
128,"3,41,100,146,149"
129,"74,106,107,138,153,164"
130,"36,97,128,139"
131,"43,88,99,110,139,173"
132,"157,196"
133,"1,155"
134,"16,57,66,72,73,85,98,110,125,128"
135,"36,47,81,107,123,132"
136,"6,66,92,110,170"
137,"7,14,96,116,121,154,158,171"
138,"21,44,65,72,84"
139,"10,86,134,164"
140,"57,64,86,146,159,178"
141,"91,95,159,184"
142,"38,52,58,89,136,164"
143,"2,47,82,111"
144,"50,110,120,151,179,186"
145,"54,70,76,173,189"
146,"14,54,95,104,150"
147,"30,32,68,84,138,151,161,165,179"
148,"8,59,89,124,126,128,165"
149,"23,79,121,155"
150,"0,24,78,82,118,144"
151,"1,2,28,30,71,143"
152,"100,133"
153,"6,7,87,137"
154,"31,55,89,182"
155,"1,16,32,33,116,126,141,158,174"
156,"8,19,46,62,80,135,144,149,165,193"
157,"39,45,104,114,117,133"
158,"37,41,85,137,152"
159,"1,50,61,81,114,128,156,186"
160,"7,87,115,124,168"
161,"35,50,80,82,131,137,191"
162,"40,57,111"
163,"11,19,29,50,81,82,94,114,122,173"
164,"9,41,50,57,61,69,95,158"
165,"65,90,196,199"
166,"3,54"
167,"11,28,71,91,102,114,121"
168,"21,97,119,154,166"
169,"18,77,84,116,120,164"
170,"0,14,27,39,100,102,138,150,166,193"
171,"68,111"
172,"59,113,124,140,143,164,171,191"
173,"129,140,156,178,192"
174,"3,18,31,42,128,131,169,172,195,199"
175,"48,72,91,106,196,198"
176,"24,78,119,123,136,176,189"
177,"99,152,167"
178,"7,73,83,115,195"
179,"17,58,65,78,131,156,167,178"
180,"7,18,30,95,120"
181,"2,4,61,63,102,116,120,154"
182,"6,13,38,42,63,86,131,178,186,189"
183,"74,98,165"
184,"30,71,72,79,89,145,149"
185,"7,33,55,105,133,151,194"
186,"46,81,188"
187,"20,43,70,93,119,147"
188,"13,55"
189,"0,45,80,142,143,147,167"
190,"2,48,74,97,110,133,135,141"
191,"24,25,69,74,89,100,135,151"
192,"117,190"
193,"6,19,51,52,69,118,130,160,169"
194,"92,140"
195,"154,174"
196,"69,104"
197,"42,59,98,114,161,170,196"
198,"6,11,21,41,44,117,140,159,185"
199,"47,54,98,109,169"
200,"48,49,122,186"
201,"17,40,46,48,112,135,147"
202,"106,196"
203,"52,74,87,97,113,120,130,138,165,196"
204,"55,86,138,140"
205,"70,99,109,112,189"
