net_id,modules
0,"29,36,40,78,104,108,133,141,185,198"
1,"28,83,98,134,181,194"
2,"31,46,98,112,128,155,164"
3,"30,33,50,108,141"
4,"32,48,59,74,113,119,133,154,180,194"
5,"75,82,98,123,164"
6,"30,80,99,100,159"
7,"67,98,109,173,178,193,197,199"
8,"7,110"
9,"34,39,48,63,90,95,146,185"
10,"29,82,102,112,126,150,156,159,162,192"
11,"46,58,69,98,110,137,140,189"
12,"6,39,82,124,164,175,195"
13,"31,40,71,146,148,182"
14,"98,103,118,155"
15,"5,12,61,78,90,92,136,180,192"
16,"143,169,173,192"
17,"59,78,162"
18,"27,41,73,95,104,109,141"
19,"30,76,93,123,144,175,186"
20,"10,11,19,27,105,114,128,135,161,198"
21,"11,22,77,105,111,124,179"
22,"12,86,89,109,123,146"
23,"26,42,93,117,118,137,172"
24,"21,61,95,104,140,155,168"
25,"12,160"
26,"7,16,96,112,142"
27,"45,89,117,129,159"
28,"20,25,56,125,146,163,190,198"
29,"55,105,176,177"
30,"5,42,47,73"
31,"32,95,137,139,189"
32,"7,8,30,47,76,78,96,121,134"
33,"60,156"
34,"11,13,69,182,183"
35,"10,21,39,60,70,118,145,168,185,195"
36,"9,50,76,110,127,150,160,186,198"
37,"8,75,88,132"
38,"72,74,116,119,121,137,178,186,188"
39,"36,45,72,76,108,118"
40,"155,172,194"
41,"63,82,89,114,129,139,141,154,183,185"
42,"73,77,86,101,103,118,126,155,171"
43,"112,184,187"
44,"24,92,119,134,152,155,198"
45,"8,32,68,73,90,91,93,161,197"
46,"24,27,136,142,199"
47,"13,20,25,38,45,103,148,156"
48,"7,150,163,171"
49,"34,39,49,96,111,120,155,161"
50,"57,87,91,99,133,168,173,195,197"
51,"61,139,159,178,198"
52,"98,149"
53,"24,31,71,95,115,121,134,147,167,171"
54,"29,86,98,105,133,135"
55,"26,72,107,114,120,136,150,152,157"
56,"7,20,66,83,155,169,171,188"
57,"51,77,82,110,121,148,166,173"
58,"21,40,76,102,184,185"
59,"6,57,83,98,102"
60,"52,89,100"
61,"22,28,58,93,96"
62,"39,89,105,148"
63,"27,125,130,168,189"
64,"17,23,65,120,128,197"
65,"5,16,29,134,162,172,174"
66,"29,59,123,130,157"
67,"20,23,27,38,50,53,118,163,174,199"
68,"137,145,151"
69,"1,40,41,105,106,195"
70,"6,8,28,48,112,184"
71,"13,27,42,105,163"
72,"20,61,62,196"
73,"67,121,128,159,163"
74,"17,38,47,104,120,121,130,152,155,164"
75,"5,9,26,89,112,158"
76,"10,17,18,90,169,187"
77,"20,52,53,77,96,148,174,175,193"
78,"72,110,197"
79,"10,43,90,139,140,145"
80,"16,36,43,56,110,124,152,158"
81,"31,81,100,146,150,156"
82,"2,37,107,140"
83,"14,151"
84,"12,14,35,42,52,56,103,104,166"
85,"3,8,50,80,121,159"
86,"83,94,123,178"
87,"34,55,80,92,141,150,169,180"
88,"11,30,39,42"
89,"8,24,34,54,77,130,148,149,168"
90,"5,26,65,109,110,129,144,190,194"
91,"5,9,27,32,80,90,113,116,135,199"
92,"10,106,138,156"
93,"30,70,89,106,176"
94,"9,93,132"
95,"69,83"
96,"14,15,44,55,56,179"
97,"37,59,71"
98,"6,43,55,86,92,120,138,145,171,174"
99,"50,150,180,188,191"
100,"8,21,40,67,72,117,158,167,185,188"
101,"40,120,133,134,154,157,172,176,182"
102,"22,72,111,123,124,147,150"
103,"6,53,85,94,111,157,159,177"
104,"32,60,123,142,147"
105,"1,7,74,83,109,127,157,158,168,190"
106,"0,11,49,97,134,153,176"
107,"9,51,126,168"
108,"12,13,19,21,112"
109,"128,188"
110,"101,132"
111,"8,37,39,99,101,102,174,178,185"
