net_id,modules
0,"1,56,99,139,158,167,180"
1,"2,124,130,141,143,154"
2,"3,21,33,82,84,139,198"
3,"86,96,172"
4,"16,35,62,69,92,114,131,185,188,198"
5,"22,26,44,58,60,119,167"
6,"49,141,171,177"
7,"96,111,113,142,169,179,191"
8,"0,82,114,130,169"
9,"7,20,53,131,158,180,199"
10,"6,57,97,145,148,161,181,188"
11,"29,43,111,112,120,149"
12,"24,32,55,95,98,123,124,151,161"
13,"7,9,14,43,59,151"
14,"57,104,115,120,150,170,197"
15,"2,13,146"
16,"7,43,50,75,139,198"
17,"36,91,189"
18,"9,23,86,136,147,163,168,186,194"
19,"45,144"
20,"21,49,78,80,185"
21,"13,61,66,80,114,151,191"
22,"40,62,81,86,105,114,119"
23,"21,23,27,32,39,43,54,155,158,193"
24,"24,51,60,61,117,122,187"
25,"25,29,40,90,156"
26,"94,99,183,195"
27,"8,49,137,146"
28,"32,35,62,148,151,169"
29,"7,37,67,149"
30,"1,120,125,128,131,166,168,171,186"
31,"56,57,67,70,82,129,131,159,174,199"
32,"47,84,170"
33,"1,68,114,126,128,140"
34,"10,21,56,66,100,193"
35,"12,107,115,151,191"
36,"13,34,128,154"
37,"27,51"
38,"1,21,106,123,153,169,180"
39,"136,145,148,155"
40,"52,106,191"
41,"149,152,159,171,176"
42,"5,32,73,84,106,159"
43,"4,15,31,87,135,139,165,170,177,194"
44,"5,27,87,112,115,121,142,199"
45,"91,104,184,188"
46,"88,90,117,142,164,182,184"
47,"66,70,95,126"
48,"48,49,94,120,146,161,176,187"
49,"61,156"
50,"27,29,36,48,82,98,119,134,137,146"
51,"61,85,93,105,150,152,158,185"
52,"15,67,69,70"
53,"6,32,128,134,194"
54,"21,42,186"
55,"33,61,108,122,179"
56,"39,56,69,90,98,109,141,158"
57,"19,35,100"
58,"93,123,181"
59,"1,27,34,107,153,177,192"
60,"1,9,15,25,84,85,86,125,126,188"
61,"12,60,74,118,161,182,197"
62,"1,17,37,109,110,118,119,132,164"
63,"34,103,129,145,170"
64,"22,25,51,78,160,175,181,183,184,199"
65,"89,105"
66,"42,46,61,71,122,145,153,191,192"
67,"81,123,129,130,152"
68,"26,94,125,155,159,183,184"
69,"11,42,49,85,92,107,164,181"
70,"3,15,32,56,103,129,158,169,173,199"
71,"27,30,72,96,125,136,140,143,177"
72,"75,96,108,125"
73,"35,166"
74,"15,43,79,93,104,146,156,158,159"
75,"26,35,49,95,104,108,110,185"
76,"24,49,55,172"
77,"21,80,92,103,104,108,161"
78,"91,141,148,160"
79,"28,76,84,93,140,174,176,192"
80,"39,55,73,81,100,137,163"
81,"5,36,37,157,165,196"
82,"9,21,24,57,123,128,131,149,166,183"
83,"2,15,31,36,44,95,102,132,176"
84,"43,71,76,97,124,127,150"
85,"150,166,179"
86,"10,70,124,156,173,184,186"
87,"17,47,54,74,97,125,157"
88,"13,15,28,52,120,136"
89,"47,96"
90,"14,24,33,106,123,176,183,198"
91,"25,58,90,143,172,190"
92,"4,24,43,74"
93,"14,24,29,34,69,82,114,167"
94,"17,26,52,70,142"
95,"12,36,55,81,112,144,180,188,190,198"
96,"3,41,91,120,198"
97,"3,52,79,93,102,125,132,185,191,198"
98,"2,85,160"
99,"3,26,71"
100,"59,95,106,145,189"
101,"2,17,42,110"
102,"31,38,49,50,51,59,87,126,150,178"
103,"15,18,28,103,104,122,143,167,174,184"
104,"50,131"
105,"64,96,165,171"
106,"174,176"
107,"33,34,42,47,48,108,194"
108,"56,126"
109,"63,124,139,160,172"
110,"34,55,62,65,66,92,136,159"
111,"58,146"
112,"69,77,96,182"
113,"53,66,112,165"
114,"41,85,141,176"
115,"55,115,131,185"
116,"3,16,77,107,120,176,179,185"
117,"14,41,182"
118,"35,44,100,109,119,138"
119,"17,74,163,168,170,174,195"
120,"37,120,129,130,170,175,187"
121,"3,18,74,94,99,139,140,176,183"
122,"27,56,82,84,132"
123,"51,62"
124,"50,57,63,120,147,169,181"
125,"4,14,21,106,175,180"
126,"24,27,32,58,68,88,92,141"
127,"4,125,162,179,189"
128,"20,84,130,182"
129,"11,22,50,96,104,107,129,134,147,161"
130,"34,54,89,103,108,137,158,160,189"
131,"4,42,70,105,109,123,132,159,172"
132,"15,19,38,47,84,117,151"
133,"4,49,83,98,132,179,196"
134,"167,175,181"
135,"6,26,52,53,92,168"
136,"8,60,90,101,165,174,185"
137,"48,129,133,182,188"
138,"9,87,96,101,134,139,158,174,190"
139,"40,48,58,137,199"
140,"30,142,172,180"
141,"26,43,67,72,102,194"
142,"7,25,61,70,97,153,158,190,193"
143,"2,13,59,87,122,149,157,172,192"
144,"30,60,92"
145,"114,160"
146,"97,112,136"
147,"58,60,92,97,115,131,140,167,178"
148,"23,68,72,85,153,172"
149,"18,56,97"
150,"7,138,143,155,170,184"
151,"32,83,120,134,160,177"
152,"49,69,101,126,158,173,186"
153,"53,87,123,129,132"
154,"108,167"
155,"106,198"
156,"13,17,81,99,101,108,123,197"
157,"2,30,31,33,52,77,87,179,182"
158,"13,18,24,55,81,125,188"
159,"24,34,38,77,88,95,122,125,142,183"
160,"26,39,49,98,140,155,164,165,167,185"
161,"57,65"
162,"9,152,153"
163,"19,37,53,54,83,119,173"
164,"16,41,63,99,109,110,116,177,183,186"
165,"57,63,84,104,107,109,123,126,128,185"
166,"41,47,92,123"
167,"42,80,110"
168,"13,33,77,160,184,196"
169,"14,50,53,115,122,180"
170,"0,49,97,110,134,141,193"
171,"48,92,189,192"
172,"31,51"
173,"82,148"
174,"12,28,34,83,92,105,137,188"
175,"182,191"
176,"2,20,33,67,78,101,121,126,189,196"
177,"22,178"
178,"41,54,91"
179,"16,42,59,93,99,121,131,158,166,180"
180,"14,45,53,61,187"
181,"21,129,131,133,152,167,187"
182,"23,42,45,74,115,144,155"
183,"26,44,48,82,135,149,189"
184,"34,64,67,113,163,180"
185,"68,70,116,142,156,171"
186,"24,37,45,90,100,104,165,178,198,199"
187,"19,60,89,103,105,143,168,173,187"
188,"18,28,44,47,90,119,144,166,193"
189,"2,7,46,112,143,156,170,183"
190,"117,153"
191,"15,17,22,104,107,123,128,151,170,187"
192,"10,13,33,46,87,143,145,187,198"
193,"22,31,40,43,84,92,129,160"
194,"12,28,35,123,125,147,179,191,198"
195,"43,60,106,152,169,194"
196,"9,35,57,98,183"
197,"3,5,45,79,91,116,154,165,180,184"
198,"30,73,108,170,188"
199,"13,37,45,100,116,146,172"
200,"6,63,69,98,115,124,128,171"
201,"44,59,75,78,87"
202,"34,113,138,147,170,179"
203,"97,98,131,156,163,165,192"
204,"40,62,102,107,142,151,194,199"
205,"34,92,98,114,122"
206,"3,51,58,70,197"
207,"20,128,139"
208,"64,68,145,161,162,173"
209,"21,32,67,114,137,173"
210,"28,84,99,118,139,163,192"
211,"114,137"
212,"39,163"
213,"34,96,123"
214,"3,41,81,105,131,147,172"
215,"36,53,54,62,123,130,151,186,190"
216,"5,13,24,152,159"
217,"73,127,134"
218,"8,37"
219,"91,111,143"
220,"14,17,27,90,117,162,169,183"
221,"9,14,48,58,79,134"
222,"8,55,62,87,119,145,151,168,197"
223,"7,18,70,78,88,109,155,160,182"
224,"122,163"
225,"4,53,60,71,108,136,159,168,181"
226,"81,84,110,158,160,165,193"
227,"43,58,71,94,115,131,140,160,184"
228,"24,42,75,123,139,157,160"
229,"31,36,56,108,163,174,187"
230,"3,13,132"
231,"2,40,92,94,103,106,129,166,183"
232,"72,111"
233,"2,15,110,120,125,150"
234,"12,33"
235,"12,21,22,40,84,92,157"
236,"93,108,137"
237,"5,36,79,98,104,117,145,153,154,198"
238,"77,81,85,87,98,113,131,158,173"
239,"102,129,148,186"
240,"18,44,78,166"
241,"13,33,83"
242,"27,86,93,104,163,166,172,174,177,182"
243,"18,173"
244,"20,86,89,112,150,153,175,190,194,196"
245,"8,120"
246,"6,22,39,49,55,127,141,195"
247,"47,51,58,71,76,77,79,85,196"
248,"5,18,27,33,55,58,89,172,180,191"
249,"1,31,47,69,133"
250,"21,28,70,79,94,102,122,145,167,188"
251,"63,93,102,148,153,172"
252,"78,91,146,164,177"
253,"37,87,101,107"
