id,width,height
0.0,2.057933880945237,3.031089282779646
1.0,3.009416279144963,4.905210866257777
2.0,2.0,2.0
3.0,5.801860517497198,5.0730380484568895
4.0,9.544505041098414,2.790113816827568
5.0,2.0,2.0
6.0,3.4544904557742773,2.0
7.0,2.520046869586083,2.270549581293866
8.0,3.059519593132321,10.2370660959447
9.0,2.0,16.761327078562715
10.0,2.0,5.311399050657872
11.0,3.334550772932935,2.740468317785243
12.0,3.593348239031239,2.0
13.0,2.0,3.2116803837948638
14.0,9.446961615925892,2.790704381042288
15.0,2.9257979707441786,2.0
16.0,3.735709804361519,15.379698908436682
17.0,2.0,2.0
18.0,3.0382063061370355,3.3654618754712544
19.0,2.0,7.706420996613487
20.0,2.0,4.879616724502723
21.0,2.0,2.0
22.0,2.0,3.1212018727253246
23.0,2.0,17.93029485775869
24.0,9.782355903228314,3.1807410939285186
25.0,2.0,2.0
26.0,2.0,2.0
27.0,2.0,2.3974722762946947
28.0,2.364706016321757,2.0
29.0,2.3160217773317506,2.0
30.0,2.592790221815918,4.506534570590787
31.0,6.921799869526816,3.880096475991347
32.0,7.552399162530652,3.0673238616855496
33.0,2.052221051034742,2.0
34.0,4.295046986334904,2.3727146483218657
35.0,11.63132738102223,5.000448384968148
36.0,4.233236765033672,2.0
37.0,10.169503907880527,2.0
38.0,2.0,2.0
39.0,2.343882432464102,5.741997824610201
40.0,5.854357226112519,2.0
41.0,4.0357623066000325,4.665908943379551
42.0,6.0316986276838644,6.962010628872964
43.0,11.571739904888725,8.569373624699388
44.0,2.5134159328619288,5.220324976851892
45.0,7.723721724026159,4.0623398031535825
46.0,2.809033321390749,2.0
47.0,2.893300251197665,7.9884116407278825
48.0,2.0,2.0
49.0,3.6043926204806263,3.7227417796440414
50.0,7.581484036002994,2.0
51.0,9.389750907131265,8.592740825708656
52.0,3.1994993771225655,9.03548212943449
53.0,2.0,11.089569434109167
54.0,3.2531934079513865,4.295867857730005
55.0,2.0,2.0
56.0,2.0,3.29779585971383
57.0,2.0,7.60734927498521
58.0,5.273837492578056,2.0
