net_id,modules
0,"77,96,136"
1,"95,105,124,163"
2,"6,9,16,56,114,132"
3,"16,91,144,194"
4,"25,48,115,128,152,185"
5,"26,63,96,136,183,190"
6,"70,90,97,122,176,179,189"
7,"11,150,158,181,182"
8,"43,82,85,95,97,103,109,134,144,155"
9,"13,58,100,182"
10,"0,31,133,134,148"
11,"43,54,122"
12,"39,46,62,91,113,151,185"
13,"48,120,159"
14,"83,95,118,152,181"
15,"44,190"
16,"14,15,70,95,106,135,188"
17,"41,62,76,116,132,172"
18,"16,28,32,37,67,122,183,192"
19,"22,30,33,61,79,128,181,188"
20,"14,17,66,98"
21,"9,178"
22,"25,31,66,92,104,112,140,183"
23,"8,9,26,109,120"
24,"7,51,78,105,154"
25,"39,47,73,140,141,151,161,179,188"
26,"6,34,95,157,158,160,178,192"
27,"16,26,33,66,72,151,156,163"
28,"8,65,87,95,108,137,145"
29,"26,76,90,142,173,182,197"
30,"90,91,163,192"
31,"49,60,104,122,161,164,169,189"
32,"0,5,11,36,122,125,175,182"
33,"107,148"
34,"33,39,67,78,93,101,106,184"
35,"15,24,51,188"
36,"1,13,101,156,190"
37,"64,82,170"
38,"3,103,198"
39,"6,40,50,54,83,133,144,176,196,197"
40,"82,134,156,171,186,195"
41,"82,100,106,113,138,145,150,164,173,182"
42,"147,153,174,197"
43,"11,78,89,107,131,197"
44,"29,65,78,98,100,160,162,198"
45,"11,68,76,88,99,133,176,183"
46,"36,75,142,179,192"
47,"95,102,195"
48,"9,77,93,174,187"
49,"21,32,82,110,117,126,156"
50,"0,30,38,40,49,66,113,194"
51,"8,31,47,60,124,142,174,194"
52,"18,50,77,127,142,192"
53,"8,39,70,80,91,93,107,110,150"
54,"60,63,78,82,101,106,121,123,124"
55,"11,58"
56,"10,44,83,92,98,130"
57,"8,128"
58,"29,83,139,176,195"
59,"17,86,133,178,197"
60,"144,149"
61,"22,23,62,89,107,114,163"
62,"28,61,119,156,186"
63,"51,89,92,94,133"
64,"84,171"
65,"19,44,78,93,94,99,117,151,199"
66,"66,94,118,123,168"
67,"54,61,163,172,186"
68,"51,139,141"
69,"23,83,102,110,116,136"
70,"21,138"
71,"101,135,165"
72,"144,161"
73,"19,62,64,98,149,185"
74,"15,16,44,132,142,179"
75,"0,55,58,86,98,102,152"
76,"39,43,83,147,198"
77,"18,20,49,69,149,155,161,177"
78,"1,44,57,71,91,114"
79,"8,12,52,58,96,104,106"
80,"7,27,53,81,99,110,123,162"
81,"43,50,108,125"
82,"42,51,72,111,179"
83,"13,61,97,108,138,151"
84,"40,62,78,83,114,121,142,163"
85,"35,104,109,115,131,196"
86,"6,15,22,25,45,106,114,120,132,170"
87,"18,153"
88,"66,96,107,150,153"
