net_id,modules
0,"77,100,160,162,196"
1,"3,141"
2,"22,28,42,50,70,89,103,125,147,184"
3,"0,1,3,14,78"
4,"26,47,52,83,91,145,165,197"
5,"59,70,103,176"
6,"1,18,68,97,142,154,162,175,187"
7,"44,56,105,139,183,192,193,196,198"
8,"30,51,64,103,151,163,174"
9,"5,33,58,68,85,88,130,146,153"
10,"15,75,149,180,191"
11,"60,184"
12,"3,21,47,75,127,193"
13,"0,64,77,88,118,128,165,188,194"
14,"82,93,119,133"
15,"11,24,31,47,70,103,105,113,118,161"
16,"0,5,101,123,179,187"
17,"107,108,130,131"
18,"10,36,115,127,128,132,147,158,163,194"
19,"31,33,55,56"
20,"12,104,195"
21,"17,43,49,155,169,192"
22,"77,102"
23,"17,37,57,60,64,125,190,192"
24,"160,174"
25,"42,95,151,182"
26,"4,6,66,68,89,125,139,140,160,199"
27,"71,160,191"
28,"62,139"
29,"2,28,56,67,90,98,102,106,112,159"
30,"38,57,58,166,180,196,199"
31,"10,13,37,58,80,93,160"
32,"50,103,111,146"
33,"36,110,121,137,156,162,181"
34,"26,37,53,76,120,146,176,187,191"
35,"71,117,121,161,166"
36,"21,42,73,109,112,172"
37,"49,63,74"
38,"13,19,35,52,73,133,189,193"
39,"27,31,32,48,91,103,135,190,192"
40,"94,106,123,159"
41,"26,42,43,85,135,151,156"
42,"4,28,61,73,126,162,174,191"
43,"12,45,59,66,87,117,141"
44,"2,27,29,40,72,73,115,163,169,187"
45,"16,32,48,125,164,193"
46,"11,48,61,97,107,170,180"
47,"1,30,66,111,155"
48,"30,36,77,104,105,109,127,128,152"
49,"75,90,125,158"
50,"24,29,45,113,153"
51,"74,102,108,124,127"
52,"2,4,23,79,85,109,124,135"
53,"43,44,53,62,70,72,155,172,182"
54,"3,4,17,38,76,169"
55,"7,25,26,28,38,52,54,58,88,187"
56,"0,9,31,47,72,88,120,137,173"
57,"58,108,129,169"
58,"47,54,62,100"
59,"67,124,159,162,167"
60,"95,106,128"
61,"5,56,60,68,99,112,143,159"
62,"10,43,58,179"
63,"16,43,71,123,135,144,155,181"
64,"15,25,86,122,137,141,173"
65,"16,33,88,99,100,106,151,199"
66,"64,71,81,149,157"
67,"11,22,26,48,58,65,69,110,182,196"
68,"95,127,182"
69,"1,17,61,66,98,124"
70,"15,94,98,123,140,152,198"
71,"74,148,196"
72,"12,20,36,62,178"
73,"101,115,155"
74,"37,41,45,46,105,108,154,173,180,199"
75,"20,106,113,132,188"
76,"36,120,146,189"
77,"110,190"
78,"26,124"
79,"77,80,85,92"
80,"0,2,43,57,93,141,148,156,196"
81,"2,35,73,129,164,184"
82,"2,40,122,134,171,172,182"
83,"46,58"
84,"13,48,156,165"
85,"17,26,31,49,55,90,120,125,130,197"
86,"0,3,40,84,112"
87,"16,32,135"
88,"27,62,127,197"
89,"55,193"
90,"42,108,119,159,167,171"
91,"38,69,159,170,190,196"
92,"13,21,103,107"
93,"16,17,38,67,75,95,177"
94,"11,19,40"
95,"23,24,60,106,110,160,179"
96,"8,139"
97,"4,56,69,79,80,117,148,190"
98,"12,22,103,136,146"
99,"79,175"
100,"3,39,55,66,104,132,159,178,180,184"
101,"8,17,67,120,128,131,149,153,159,163"
102,"18,40,113,143,159,167,168,190"
103,"6,87,110,111,129,132,180,187,188,191"
104,"13,15,142,199"
105,"9,28,49,74,94,101,111,128,159,185"
106,"57,193"
107,"114,163,164"
108,"3,37,41,54,162,172,177,189"
109,"54,77,83,114,121,127,187"
110,"10,104,117,120,133,144,147,172,181,198"
111,"10,131"
112,"45,62,70"
113,"48,75,89,111,144,154"
114,"7,66,112,119,122,147"
115,"22,34,53,58,123,169,182,194,199"
116,"13,14,38,47,58,64,110,133,176,196"
117,"49,172"
118,"18,34,76,79,98,125"
119,"25,44,94,95,132,140,158,166,176,188"
120,"14,45,96,139"
121,"7,13,66,95,109,114,120,132"
122,"5,11,17,30,37,39,78,85,150"
123,"9,25,61,148"
124,"17,128,153,160,166"
125,"65,97,119,125"
126,"6,29,48,53,68,77,78,179,182,191"
127,"41,78,119,156,159,161,164,193"
128,"5,35,104,133"
129,"20,47,50,60,108,110,174"
130,"18,43,64,149,154"
131,"36,49,80,108,120,168,185"
132,"13,83,99,121,147,179"
133,"4,13,20,88,89,94,107,135,193"
134,"94,99"
135,"30,46,52,88,92,111,134,169,199"
136,"18,34,52,62,92,103,176,190"
137,"15,21,45,74,107,111,122,141,162,164"
138,"156,191"
139,"21,52,54,58,79,80,132,142,178,185"
140,"71,76,77,173"
141,"15,81,97,153,159"
142,"75,84,105,178"
143,"2,102,134,140,165,184,196"
144,"18,62,69,86,97,116"
145,"14,28,42,72,145,156,159,190"
146,"22,48,79,120,130"
147,"3,7,104,191"
148,"32,46,73,99,150,160"
149,"31,74,78,162,197"
150,"32,44,52,67,112,154,162,183,187,188"
151,"16,18,82,116,127,135,164,178,189"
152,"1,23,67,116,136,139,179"
153,"46,87"
154,"115,188"
155,"24,71,72,97,123,131,140,141,154,194"
156,"9,18,22,66,118,145,157,162,177,180"
157,"25,27,38,104,108,133,164,182,193"
158,"108,192"
159,"41,60,67,91,103,122,140,143,172"
160,"0,125,127,147,154,165,179,194"
161,"31,37,66,122,123,130,142,153,194,199"
162,"2,26,49,60,139,156,157,163"
163,"3,21,94,103,130"
164,"30,36,67,90,153"
165,"14,33,50,51,59,83,145,176,182"
166,"37,60,136,144,184"
167,"9,30,100,109,113,136,147,159,173,194"
168,"59,191"
169,"85,132,180"
170,"0,119,121,122,154,191"
171,"31,39,42,80,102,117,181,191"
172,"5,31,64,140"
173,"8,9,100,138,151,165"
174,"38,82,117,166"
175,"5,12,19,20,33,79,80,156,181"
176,"51,52,93,119,127,152"
177,"44,85,86,87,120,164,176"
178,"54,61,69,180"
179,"59,98,115"
180,"49,51,138,185"
181,"80,105"
182,"17,181"
183,"25,45,73,83,92,146,155,171,198"
184,"149,187"
185,"13,23,45,86,99,112,119,134,164"
186,"32,61,98,101,134,153,169"
187,"149,189,191,192"
188,"2,105,187"
189,"72,76,121,159,166,191"
190,"20,137,171"
191,"58,71,137,182"
192,"42,54,148"
193,"46,59,60,84,113,152,154,179,189,199"
194,"59,126,162"
195,"28,47,55,89,92,126,139,159,162,171"
196,"91,97,102,103,104,110,168,183"
197,"26,102,122,156,169,183"
198,"156,194"
199,"5,37,67,83,135,171,183,192"
200,"34,39,158,168"
201,"0,47,52,71,111,117,120,124,198"
202,"104,115"
