net_id,modules
0,"6,40,94,102,108,191,195"
1,"2,23,49"
2,"1,9,12,66,100,132,135"
3,"29,33,83,86,132,197"
4,"47,52,58,94,171,173,193"
5,"72,86,107,138,171,181"
6,"21,99,105,117,146,160,169"
7,"60,65,148,194"
8,"12,48,122,164,168,188"
9,"11,15,20,41,89,167"
10,"36,58,70,97,106,109,128,135,144,196"
11,"135,145,186"
12,"7,61,66,76"
13,"37,128,160,170,175"
14,"5,36,51,64,118,126,146,152,194,198"
15,"1,197"
16,"51,60,67,78,81,100,173"
17,"7,139,153"
18,"69,126,127,150,153,179,183"
19,"3,65,91,92,105,148,189,197"
20,"10,22,57,65,79,104,146,164,185"
21,"115,117,130,184"
22,"19,21,32,93,113,136"
23,"14,83,95,102,117,142,186,196"
24,"8,13,55,96,107,121,126,132,152,162"
25,"27,70"
26,"44,94,95,187,188"
27,"42,71,76,99,115,120,156"
28,"18,102,176,187"
29,"10,67,101,154,183"
30,"14,20,34,66,89,112,115,132,164"
31,"9,51,81,105,173"
32,"30,71,75,85,161,193,195"
33,"137,150"
34,"134,135,143,154"
35,"35,60,92,119"
36,"37,66,83,103,119,124,148,174"
37,"6,37,44,141,154,170,177"
38,"81,141,142"
39,"21,26,31,36,41,52,63,71,82,96"
40,"9,54,76,79,102,114"
41,"9,34,121,174,197,199"
42,"29,73,89,139"
43,"11,16,54,109,118,141,166,173,189,191"
44,"123,124,170,175,197"
45,"1,61,89,93,114,161,174,185"
46,"40,100,137,144,169,174,175,189,191"
47,"6,58,82,107,109,135,148,174,193"
48,"72,169"
49,"17,104,108,130"
50,"33,44,59,75,86,130,157,176,195"
51,"26,27,52,63,79,144,166,174,182"
52,"16,19,33,39,40,78,111,132,156"
53,"101,149,171,186,187"
54,"37,92,96,124,139,187"
55,"91,143,155"
56,"62,68,142"
57,"11,12,49,53,62,107,142,199"
58,"14,43,115,126,150,157,166,197"
59,"50,55,170,188,191,194"
60,"28,100,117,159,182,185"
61,"12,16,30,31,139,152,164,184,192"
62,"27,95,131,147,154,168"
63,"101,121"
64,"6,30,49,72,78,91,103,146,164,179"
65,"47,49,61"
66,"6,19,27,35,36,78,84,115,175"
67,"0,23,37,54,62,63,103,111,157,192"
68,"20,35,48,85,112,148,175,188"
69,"39,68,70,73,198"
70,"8,44,48,67,69,137,155,191,194,199"
71,"5,12,38,90,103,133,199"
72,"49,86,95,99,125,149,161,167,183,184"
73,"5,26,39,70,174"
74,"9,14,77,89,93,162"
75,"40,77,95,106,114,136,138,155,173"
76,"2,18,58,61,82,98,192"
77,"2,12,33,85,102,116"
78,"25,76,77,79,117,168"
79,"4,23,31,32,57,64,69,185"
80,"4,27,113,141"
81,"16,25,27,70,147,160,172,176,193"
82,"0,18,47,54,55,67,104,117,180"
83,"36,52,66,70,73,117,143"
84,"46,98,127"
85,"44,65,75,81,140"
86,"9,23,33,50,59,78,93,117,161,190"
87,"113,179"
88,"31,177"
89,"15,75,108,112,123,137,170,198"
90,"15,45,52,100,108,132,177,178,179,196"
91,"111,139"
92,"7,10,44,67,87,89,95,101,137,141"
93,"48,100,108,150,194"
94,"23,76,80,89,95,99,110,119,180"
95,"11,26,85,125,137,177,178,190"
96,"26,59,79,95"
97,"26,88,126,133,187"
98,"13,22,27,44,57,67,72,103,122,124"
99,"30,33,83,104"
100,"34,113,151,157"
101,"7,38,84,97,106,107,116,139,158,172"
102,"19,65,122,170,184"
103,"105,108,171"
104,"27,47,55,63,139,149,198"
105,"43,52,68,87,109,118,170,171"
106,"90,105,118,166,170"
107,"35,151,175,182"
108,"27,162"
109,"143,164"
110,"37,96,129,159,180"
111,"40,54,87,116,137,184"
112,"30,55,79,140,174"
113,"41,48,99,102,166"
114,"8,12,16,26,58,93,103,129,130"
115,"8,124,131,170"
116,"25,52,144"
117,"50,73"
118,"43,75,130,169"
119,"51,68,152"
120,"17,31,32,48,67,116,175,179"
121,"30,46,68,102,111,114,121,146,154,166"
122,"81,119,124,170,187,195"
123,"5,53,77,90,107,127,143,168,183"
124,"4,25,40,51,76,110,185,187,194"
125,"12,29,123,160"
126,"20,46,76,115,124,137,157,191"
127,"40,80,95,141,174"
128,"81,106,158,165,175,189"
129,"48,54,68,73,125,127,172,174"
130,"9,39,84,90,107,119,163,193"
131,"13,26,50,70,176,179,184"
132,"44,74,103,182"
133,"93,123,156,170"
134,"19,78,83,96,112,167,193"
135,"65,143,198"
136,"39,53,59,85,94,135,183"
137,"80,113,184,192"
138,"48,115,175"
139,"50,123,169,181"
140,"8,37,42,47"
141,"29,52,81,104,131"
142,"12,62,135,137,159"
143,"8,12,44,66,158,186,191"
144,"53,54,90,161,186,190,196"
145,"3,7,12,13,19,20,37,44,183"
146,"9,36,49"
147,"1,5,45,51,100,116,133,195,197"
148,"31,55,87,104,186"
149,"65,74,156"
150,"65,176"
151,"5,43,76,112,128,154,168,174,175"
152,"2,21,22,27,31,38,72,81,119,196"
153,"2,5,71,78,86,158"
154,"34,65"
155,"83,135,139,143,167,175,178,181"
156,"27,32,97,137,138,163,167,176,193,197"
157,"94,118"
158,"3,50,77"
159,"74,85,105,133"
160,"68,140,163,191"
161,"15,106"
162,"105,188"
163,"182,190"
164,"24,116"
165,"32,51,96,114,135,160,161,181,187"
166,"37,95,131"
167,"146,189,196"
168,"5,58,119,157,168"
169,"17,131,163"
170,"80,91,138,139"
171,"29,54,93,98,99,147,166"
172,"6,25,69,71,80,115,140,185"
173,"14,17,89,123,137"
174,"3,15"
175,"78,106"
176,"4,10,13,69,99,142,157,187,195,197"
177,"19,36,89,111,115,117,141,160"
178,"59,104,126,194"
179,"4,54,56,59,90"
180,"50,110,123,171,183,190,197"
181,"0,10,44,47,53,59,93,143"
182,"73,90"
183,"32,62,71,104,193"
184,"11,13,61,70,145,150,160,172,181,187"
185,"36,38,48,101,122,124,127"
186,"57,82,124,127,135,145,172,181"
187,"11,75,85,124,129,151"
188,"0,13,32,42,44,89,97"
189,"13,22,48,82,111,145,158,175,194"
190,"73,150,167"
191,"79,166,167"
192,"68,125,177"
193,"2,27,59,66,68,118,139,168,188"
194,"46,113,161,196"
195,"6,18,42,49,67,155"
196,"0,8,26,27,41,70,73,109,117,165"
197,"2,9,11,46,132,133"
198,"9,13,39,50,121,139"
199,"4,65,77,124,171,179,188,194"
200,"72,74,83,90,157,182,183"
201,"3,15,27,125,134,147,178"
202,"114,138,178"
203,"28,39,45,91,94,170,172"
204,"18,25,100,125,172,181"
205,"38,127,156,158,177"
206,"17,25,33,63,66,75,122,141,194"
207,"91,163"
208,"19,29,64,79,131,138,164,165"
209,"63,114,172,179,180"
210,"32,83,90,91,103,125,130,133,156"
211,"2,32,45,57,66,74,89,153,172,177"
212,"28,75,114,129,160,194"
213,"2,7,31,37,58,132,155,160,183,193"
214,"8,20,73,80,174,193"
215,"55,174"
216,"46,102,186,193"
217,"47,61,78,97,108,141"
218,"0,91,115,150,179"
219,"43,81,84,100,145,159,162,177"
220,"50,52,165,170"
221,"0,44,108,172"
222,"34,50,51,67,94,120,135,147,189"
223,"71,99,125,144,157,189,190"
224,"33,153,161,166"
225,"54,163"
226,"15,23,31,77,83,104,109,114,118,155"
227,"35,62,112,138,144,197"
228,"61,133,142,164,194,196"
229,"19,66,67,101,102,187,193"
230,"17,20,70,95,128,147,197"
231,"36,66,77,78,79,82,106,116,129,139"
232,"7,33,74,80,90,104,144,155,184,194"
233,"0,88,105,115,139,199"
234,"7,93,136,137,160,162"
235,"83,150"
236,"14,59,95,136"
237,"18,52,83,86,93,101,174,198"
238,"80,129"
239,"74,128,151,156,158,172"
240,"0,2,80,87,92,108,137,166"
241,"7,33,59,75,101,124,132,142,145"
242,"14,33,115,161"
243,"6,30,64,102,111,117,123,141,143,158"
244,"10,15,38,46,47,76,104,125,172"
245,"13,54,183,192"
246,"50,136"
247,"4,100,188,196"
248,"20,44,141,185,197"
249,"4,27,100,104,140,145,154,191"
250,"13,20,45,48,85,111,143,153,166,179"
251,"17,95,97,103,108,113,123,124,130"
252,"115,131"
253,"2,23,27,70,145,179,198,199"
254,"31,113,142,157,158,196"
255,"5,77,89,131,144,175"
256,"17,104,132,138,151,157,162,187"
257,"65,68,93"
258,"68,95"
259,"0,26,27,28,75,84,115,135,147,163"
260,"32,44,122"
261,"12,13,32,36,62,76,133,162"
262,"4,10,19,78,80,113,152,155,168,198"
263,"22,27,64,68,91,93,99,116,123,126"
264,"3,12,105,106,125,128,142,150,163,175"
265,"5,28,47,84,119,176"
266,"28,105,137,162"
267,"29,50,69,112,173,175"
268,"67,78,88,99,151,187"
269,"5,131,153"
270,"12,19,73,127,128,192"
271,"11,85"
272,"2,13,84,119,152"
273,"105,110,127"
274,"28,57,82,117"
275,"36,124,129"
276,"25,34,40,49,153,155,166,184,190,197"
277,"55,103"
278,"25,64,65"
279,"6,24,49,82,97,103,124,131,197"
280,"18,78,92,111,125,186"
281,"30,48,101,110,128,130,195"
