net_id,modules
0,"9,43,124,154,170"
1,"2,22,43,93,116,161"
2,"21,22,41,46,54,57,71,100,108,145"
3,"21,53,66,109,128,196,197"
4,"26,41,53,95,106,123,183,185"
5,"44,49,120,131"
6,"70,89,134,167,170,182,186"
7,"94,138"
8,"6,7,59,86,132,140,149"
9,"56,59,113,135,149,191,194"
10,"1,6,10,35,44,57,146,161"
11,"44,46,52,70"
12,"2,7,97,121,161,174,189"
13,"21,60"
14,"24,61,83,97,100,122,132,154"
15,"72,112,176"
16,"3,23,47,161,167,170"
17,"17,21,143,167"
18,"130,132"
19,"94,101,163,178,188"
20,"7,29,47,71,98,137,162,186,192,194"
21,"59,82,103,116"
22,"6,76,83,104,130,158"
23,"16,18,27,42,70,99,171,184"
24,"19,27,51,82,87,91,95,117,120"
25,"33,97,178,181"
26,"95,136,189,194"
27,"20,30,40,139,152,163,177,185"
28,"49,69"
29,"30,148,152"
30,"28,48,63,129,140,190"
31,"55,125"
32,"108,118,164"
33,"138,192"
34,"72,90,99,109,119,135,145,150,196"
35,"1,15,21,54,123,129,160"
36,"11,13,46,48,80,104"
37,"12,37,72,105,116,135,176"
38,"85,140,141,148"
39,"6,58,108,113,126,151,174"
40,"6,37,38,106,142,159,179"
41,"19,46,80,161"
42,"5,21,42,48,72,88,164,193"
43,"6,40,45,48,49,51,106,141,160,164"
44,"48,79,127,176,185"
45,"12,40,41,66,67,102,111,142,159,166"
46,"33,70,99,120,172,173,196"
47,"50,52,56,92,104,108,121,150,161,187"
48,"9,37,73,98,143,149,173,181"
49,"107,147"
50,"45,78,149,153,159"
51,"171,192"
52,"6,8,60,81,114,142,174,185"
53,"25,27,65,109,121,130,142,143,166,168"
54,"20,28,58,64,86,123,148,150,192,198"
55,"68,78,149,176"
56,"31,48,78,95,127,142,156,168"
57,"71,148,163,174"
58,"27,29,102,103,111,130,167,185"
59,"36,74,100,103,115,178,184"
60,"1,82,120,191"
61,"71,165"
62,"17,161,186"
63,"4,16,21,35,42,101,141,146,170"
64,"40,48,83,95,105,112,154,169,184,186"
65,"17,43,138,156,157,163,169"
66,"27,30,50,122,149,163,168"
67,"32,102,112,162"
68,"53,79,118"
69,"78,84,102,108,115,123,136,153,166"
70,"11,87,174"
71,"5,175"
72,"19,53,60,91,107,161,191,192,196"
73,"0,7,59,61,89,108,180,187,195"
74,"5,15,44,75,104,107,123,127,175,195"
75,"17,136,183"
76,"6,14,21,23,74,80,154,179,182,191"
77,"10,12,32,35,50,120,126,133,182"
78,"50,63,66,87,110,127,156"
79,"71,146"
80,"39,137,142"
81,"4,18,49,62,86,103,175,190"
82,"17,43,127,143,150"
83,"12,116,124,147,181"
84,"0,37,49,122,138,144,148"
85,"5,24,34,105,123,136,139,178,183,199"
86,"15,45,76,77,111,115,136,194"
87,"8,130"
88,"50,66,76,84,101,125,178"
89,"108,118,193"
90,"16,36,101,117,138,194"
91,"11,142,146,173,181,186"
92,"105,108,116"
93,"27,97,145,155,190,194"
94,"3,50,112,130,170,172"
95,"60,102,125,127,129,139,152,181"
96,"10,21,39,56,162,196"
97,"20,47,197"
98,"35,49,63,131,165,166,195"
99,"54,68,84,115,118,167,176"
100,"20,51,60,68,132,184"
101,"7,19,54,88,104,126,148,161,164,183"
102,"45,107,128,195"
103,"9,30,49,57,58,110,195"
104,"14,37,42,72,74,83,85,113,186"
105,"60,141,190,192"
106,"43,86,143,164,165"
107,"7,36,63,79,98,145,160"
108,"15,19,35,44,64,84,88,166,189"
109,"36,38,61,93,101,135,145,169,172,184"
110,"31,53,124,142,146"
111,"33,34,83,123,149,186,199"
112,"37,56,79,91,149"
113,"0,16,47,81,84,144,152,166,169,174"
114,"45,153"
115,"5,52,86,149,192"
116,"7,18"
117,"8,66,86"
