net_id,modules
0,"38,41,47,49,116,118,124,165,177"
1,"8,25,62,74,86,97,111,119,180"
2,"48,118,129,138,170"
3,"13,73,83,84,86,141,159"
4,"54,128,152,179"
5,"27,32,57,150,190"
6,"5,12,27,39,116,127,177,186"
7,"99,132"
8,"20,53,55,89,110,141,152,193"
9,"26,73,129"
10,"1,66,81,108,122,128,131,149,159,182"
11,"13,18,55,62,135,166,173"
12,"22,27,33,54,65,73,162,169"
13,"57,99,128,146,161,175,181"
14,"22,47,49,100,125,135,143,189"
15,"24,136"
16,"4,43,101,112,138,167,190"
17,"18,87"
18,"35,47,54,61,64,65,86,96,107,173"
19,"11,20,29,55,62,96,118,127,163"
20,"76,87,98,120,137,177,193"
21,"16,42,68,118,122,152,165"
22,"13,23,52,124,134,152,175,185"
23,"75,197"
24,"4,14,50,68,70,71,83,129,134,169"
25,"16,23,134,189"
26,"2,31,48,84,130,134,154,196"
27,"4,21,49"
28,"28,54,68,108,150,171"
29,"32,40,93,147,167,174,175"
30,"3,18,57,78,122,147,159,167,186"
31,"11,21,37,83,100,103,182"
32,"163,179,193"
33,"6,38,79,122,183"
34,"92,100,104,163"
35,"47,78,90,92,115,123,174"
36,"10,42,48,51,66,80,133,185,192"
37,"7,58,76,79,120,153,158,160,176"
38,"33,34,66,116,117,124,140,153,157"
39,"9,40,55,74,134,138,160,162,168"
40,"3,6,22,111,119,165,179,193"
41,"105,147,158,186"
42,"13,68,115,124,125,148,189"
43,"7,21,160,189"
44,"86,108,129,135"
45,"21,83,110,148,156"
46,"150,172"
47,"6,13,71,104,141,163,168"
48,"5,101,131,171,190,196"
49,"12,77,94,112,121,136,166,172,181"
50,"21,45,49,57,71,75,95,194"
51,"4,13,21,43,73,82,96,122,132,199"
52,"35,68,72,73,90,101"
53,"14,108,118,131,194"
54,"30,35,38,46,70,74,111,124"
55,"3,68,80,95,129,131,150,177,181,194"
56,"38,46,62,80,86,142,172,198"
57,"15,101,136"
58,"14,72,119,123"
