id,width,height
0.0,2.0,8.046574289754084
1.0,2.324699934799857,5.983028728299586
2.0,3.304749938494007,6.4493666689358875
3.0,2.0,2.0
4.0,4.551072528920335,2.348501163328639
5.0,11.47312490667476,4.399122720006242
6.0,2.0,2.0
7.0,2.9778101706445033,6.393376841074898
8.0,17.014028633844234,2.039521071534801
9.0,6.4159655848036525,2.7222561360579447
10.0,5.386978408561446,3.026608189438742
11.0,2.0,6.3364486496082275
12.0,2.0,2.4657981397610893
13.0,3.5706109234128074,2.0
14.0,3.6911482919605674,6.485705125015299
15.0,2.0,15.592378366731921
16.0,2.151827519639494,12.960978987181578
17.0,2.0,2.0
18.0,6.731737824703785,2.0
19.0,7.1474819541257775,2.020623686515896
20.0,5.602807984939909,2.0
21.0,2.0,10.183092668197308
22.0,2.9104955416462928,7.541359916617144
23.0,4.062861854870311,2.0
24.0,6.739358918103831,11.268396435875506
25.0,7.825320064244425,2.0
26.0,2.0,2.0
27.0,16.991404105455057,2.0
28.0,3.1649987946155567,6.788681333578567
29.0,4.473402897477091,2.0
30.0,2.0,3.5005719288564907
31.0,2.853935793265049,4.14915723133996
32.0,2.0,2.492836757174647
33.0,3.2461122981564894,2.057564643708629
34.0,2.0,4.848930330721632
35.0,7.037421252936651,2.6883598916700135
36.0,2.7031613288124205,2.870863877675487
37.0,3.1301462996246117,14.333614752036402
38.0,2.4082030866813566,2.5628138895322587
39.0,2.0,3.3810612385806724
40.0,2.0,2.0
41.0,2.0,2.0
42.0,2.0,7.2892384991007155
43.0,13.178348206362463,3.7584536332284766
44.0,4.149458470643214,4.549042957870415
45.0,6.714169758123711,3.3897618702796386
46.0,2.0,7.462204409346553
47.0,4.3819080406718385,4.467576202498785
48.0,7.384906874503128,2.0
49.0,2.0,4.3127690430947325
50.0,2.0,2.0
51.0,2.302850826452302,4.236409241023841
52.0,4.377248459122971,2.0
53.0,11.149829823294159,4.865839360072803
54.0,2.0,3.3160562432532283
55.0,2.0,2.0
56.0,6.906576484617064,2.0
57.0,2.8479313246458755,2.0
58.0,3.280240880601727,2.0
59.0,2.0,2.836103148938866
60.0,3.5541505377307394,2.0
61.0,2.002120030449607,2.0
62.0,8.849053760671643,6.217018607850307
63.0,2.0,2.0
64.0,3.284784804184037,6.95497177369294
65.0,2.0,2.2302516414151117
66.0,2.0,2.7665107689256137
67.0,20.592679191035725,5.089497282839778
68.0,2.7107018430589913,2.0
69.0,7.986909749852444,2.7695521063605737
70.0,5.9307779982568265,4.6687088002601005
71.0,6.6843225531810475,3.506720697204208
72.0,2.0,2.0
73.0,14.681289645612479,4.5463590822017
74.0,4.716731240615761,2.0
75.0,2.0,5.75591811147957
76.0,2.0,2.0
77.0,2.0,2.4574770710473395
78.0,3.528665132331294,3.3925682152024765
79.0,2.0,2.0
80.0,2.9889048242071565,3.074454171590557
81.0,17.137595452030776,2.4631479549543163
82.0,7.185402330874617,4.907414815216432
83.0,2.918620805691802,2.0
84.0,3.864278296560777,2.0
85.0,2.7847121590281194,2.0
86.0,5.7514746659297815,7.307423252529552
87.0,2.0,6.637309971803924
88.0,2.169077138743759,2.0
89.0,3.46131247132687,10.508570867801286
90.0,4.809382042243231,2.0
91.0,2.263894588615096,7.821787873018036
92.0,6.9828327381103765,4.049751264548142
93.0,4.443204707893303,2.0
94.0,3.182978993218071,16.74201543363548
95.0,3.742401539439465,2.0
96.0,3.7099104806604757,2.0
97.0,2.0,2.5229866687175897
98.0,2.0,9.269903613015897
99.0,4.23132051038255,2.0
100.0,4.109968477204396,3.5538111697138506
101.0,3.086747954227583,2.0
102.0,5.811785469416544,3.5783162624126184
103.0,3.041602123312802,2.966817908243307
104.0,3.1855556942466814,11.18688007588962
105.0,4.627365980294525,16.13849465924769
106.0,10.299576585805733,4.500939958852358
107.0,2.0,2.0
108.0,6.889918167346233,9.030817106096224
109.0,3.3729313679973916,2.103164793738995
110.0,2.0,3.4794845068499582
111.0,9.797095227055896,2.0
112.0,2.425341572681385,8.208487752136563
113.0,3.491959305170991,11.564630870118851
114.0,2.0,4.28370985160988
115.0,2.0,5.382753315249802
116.0,2.0,3.059306942710987
117.0,2.0,2.0
118.0,4.517289896972971,3.2456129305035955
119.0,6.074953927464768,7.917076316055964
120.0,2.0,31.468427261196595
121.0,2.0,25.146714261699024
122.0,2.723299558635684,2.162459751027355
123.0,9.40426375290086,2.0
124.0,2.5497842013616823,2.0
125.0,3.1476360981329354,8.616252223305292
126.0,15.644564333424196,2.0671645324381736
127.0,2.134724513553074,2.0
128.0,2.014885253055624,3.2003473438108565
129.0,2.0,2.2253884312039047
130.0,2.0,2.0
131.0,4.5301825366518536,8.439588843550373
132.0,2.0361974061367842,5.625597762791404
133.0,2.0,5.268169399265482
134.0,11.325895117017655,3.553727844620116
135.0,6.116250290152442,2.310179176034568
136.0,5.989645053475126,2.1027981757142675
137.0,2.0,2.685032718807506
138.0,2.0,6.28016659510703
139.0,4.64248891227992,2.042544443695891
140.0,2.3769912133772024,6.470164742596524
141.0,2.812853596419598,4.2565778616533665
142.0,3.5519598506619956,2.0
143.0,2.1767658049022387,2.0
144.0,2.0,2.2902827448952716
145.0,6.444043731844392,2.0116221737962037
146.0,2.9288859550669026,2.0
147.0,11.23678039975464,4.493624379898722
148.0,3.460205779138297,2.0
149.0,2.8125598673492673,12.448946485171199
150.0,6.66539732797699,10.455175680404112
151.0,2.0,12.336525785346026
152.0,3.439557259690852,7.072419624689101
153.0,2.0,9.069484078364548
154.0,2.0,9.316343213777474
155.0,2.0,2.0
156.0,4.236913225701315,2.0
157.0,2.1144472166797526,5.320981054271004
158.0,2.0,3.601518728665796
159.0,2.322900693392286,2.294691171763345
160.0,2.2808048746906895,2.0
161.0,2.0,6.05408777052446
162.0,3.3650011461175766,6.450161743809885
163.0,9.085199549329555,2.0
164.0,4.865045499020294,3.6240987162777105
165.0,2.0,2.0
166.0,6.8361206670181485,4.130682850252732
167.0,4.04088611805818,2.9341620903286425
168.0,3.1289239125668162,3.3862418484584826
169.0,2.903914399294247,3.7372471877149023
170.0,6.577435183462973,11.000040888934256
171.0,2.0,2.1841755465130217
172.0,2.181398303258105,9.346118605709378
173.0,2.0,7.19805543264653
174.0,2.0,4.276100280954434
175.0,2.6183843080951226,5.972321821342845
176.0,2.7332910787169498,2.0
177.0,4.301128827118308,2.529123555572863
178.0,2.0,2.0
179.0,2.0,2.4334072612963005
180.0,2.0,5.54271482719545
181.0,5.406175595431079,2.0
182.0,11.48331949582693,5.617171938333929
183.0,2.0,8.595874388658997
184.0,2.510546011911626,7.989258164623954
185.0,16.538965309105752,8.762987527478053
186.0,3.2240921589195235,2.878396936513196
187.0,2.768756083743227,2.981100553012772
188.0,2.029251213890725,8.48967854761981
189.0,3.574983789441283,3.1772779945218885
190.0,2.0,2.0
191.0,5.349148027296216,12.294498081959924
192.0,2.0,4.896362505684209
193.0,2.0,2.568876456295805
194.0,2.0,2.0
195.0,7.542266745992466,5.5291452276475725
196.0,2.0,6.269504855946359
197.0,10.954298044949601,2.0
198.0,4.902503497467855,2.881101894908755
199.0,3.190275199570045,2.0
