net_id,modules
0,"40,2094,2350,3383"
1,"586,1724,2575,3742"
2,"2177,3597,4309,4956"
3,"187,1909,2694,2724,2775,2920,3606,3805,4805"
4,"228,704,894,950,963,3655,4308,4309,4695,4748"
5,"222,1408,2215,2222,4922"
6,"937,1565,1567,1670,1958,2099,3638,4426,4818,4918"
7,"566,2238,2293,2676,4322"
8,"2342,2352,3200,4466,4757"
9,"279,2079,4137,4152"
10,"942,1033,1064,4330,4920"
11,"530,898,1839,2835,3253,3401,4513,4723"
12,"815,1586,2366,2408,3083,3581,4027,4613"
13,"437,864,1145,2002,2372,2590,4475,4562,4782,4872"
14,"1616,1973,2686,3665"
15,"362,2305,2756,2777,3707"
16,"37,509,672,3634,4100,4178"
17,"480,4046,4669"
18,"1449,3576,3713,4286,4325,4366,4408,4702"
19,"1431,3360,4031,4069,4793"
20,"1935,2799,3496,4380,4990"
21,"247,442,1579,1580,3495,4198,4358,4511"
22,"1181,2519,3625"
23,"1090,1544,1903,1976,2218,2389,3950"
24,"103,254,893,1935,2043,2114,2278,2625,3870,4801"
25,"823,2728,2752,3412,4187,4988"
26,"892,2068,2686,2948,3166,3966,4611"
27,"80,544,726,1551,1605,2360,2734,3715,3756,3771"
28,"1686,3976,4760"
29,"882,1511,1917,2573,2911,3952,3962"
30,"63,1945"
31,"137,1007,1158,1801,2160,2267,3847,4616"
32,"781,791,1557,1626,1699,3163,3647,4012,4318"
33,"558,1468,2260,4192"
34,"378,4351"
35,"267,597,1836,2526,2663,2669,4025,4227,4441,4519"
36,"2269,2858,3934"
37,"935,1557,2066,2350,2457,2561,2812,3189,3982,4411"
38,"185,860,1674,1687,2139,3492"
39,"2048,2347,2418,4736"
40,"700,1731,3505,3567,3904,4129,4362,4661"
41,"2055,3277,4241,4521"
42,"1317,1652,3173,3915"
43,"1031,1306,1712,3265,4021,4457"
44,"1067,4068,4451,4654"
45,"484,4151"
46,"832,3086,3974,4423,4443"
47,"35,1052,1202,1418"
48,"1321,1968,3555,4248"
49,"248,1567,2678"
50,"2821,4998"
51,"451,1168,1711,2031,2036,2290,2611,4000,4108"
52,"3,858,1003,1179,2723,2767,3796,4059,4693,4832"
53,"920,1592,1960"
54,"326,1081,4288,4998"
55,"155,1251,2110,2492,2685"
56,"1083,1124,1222,2203,2512,2766,3141,4850,4990"
57,"54,495,1654,2480,3072,3564"
58,"188,583,1250,2207,2875"
59,"39,280,490,1284,1642,1657,4539"
