net_id,modules
0,"152,714,3654,3796,4047,4622"
1,"1595,2163,4363,4656"
2,"952,2937"
3,"283,454,584,2098,2170,2376,2447,3259,4799,4917"
4,"142,190,256,2656,3903,4042,4254"
5,"1973,2049,2633,2669,3001,3843,4153,4410"
6,"374,1179,1589,2102,2160,3341,3916,4021,4505,4522"
7,"847,2042,2747,2839,3954,4027,4686,4818"
8,"1691,3041,3248,3534,3705"
9,"2450,3082,4004"
10,"288,682,1262,1866,2919,2934,3470,3678,4648"
11,"256,893,3362,3573"
12,"130,490,616,1613,2765"
13,"822,1418,1459,1755,1940,2873,4214"
14,"556,816,1014,1019,2854,3826,4399,4563,4729,4782"
15,"3195,4066,4243,4797"
16,"441,1093,2885,3140,4026"
17,"3147,4847"
18,"987,2944"
19,"358,530,678,1579,2395,2700,2739,3422"
20,"1288,1300,1557,2059,2682,3561,3970,4536"
21,"2397,2585,4409"
22,"116,674,1505,2523,2854,3056,3616"
23,"175,1415,1621,1733,1875,3102,3905,4740"
24,"2529,4852"
25,"1656,1873,3049,4075,4136"
26,"153,2122,2794,2911,3440"
27,"28,340,1474,2741,3015,3231,3242,4026,4184"
28,"1501,4189,4858"
29,"899,1265,2461,2671,3226,3381,3683,3746,4699"
30,"2828,3467"
31,"890,1967,2603,2735,3821,4276"
32,"454,783,1607,2703"
33,"1548,3505"
34,"1315,1753,3591,3880"
35,"624,1119,2069,2118,2471,2875,2890,3194,3341,3834"
36,"637,1704,2076,2422,2446,2969,3383,3740"
37,"796,918,1648,1802,2707,3086,3683,3729,3744"
38,"530,1024,1467,1744,1770,2141,3043,3538"
39,"86,446,2829,4677,4732"
40,"93,1573,1844,2334,3211,3690,3715,3912,4315,4634"
41,"2825,4396,4444"
42,"232,1034,1422,1855,3277"
43,"41,663,3072,3564,3815,3938,4235,4358"
44,"183,936,1354,1384,3156,3800,4298,4908"
45,"1465,1468,1663,2098,2330,2370,3390,4447"
46,"4,782,1775,2532,2809,2963,3734,3799,4319,4587"
47,"1346,2354,3182,4904"
48,"188,1799,2206,3567,4926"
49,"818,2532"
50,"1413,3726,4137,4591,4625,4817,4885"
51,"1810,3122"
52,"3219,4517"
53,"1806,1837,1943,3711,3956"
54,"1745,4274,4705"
55,"1635,4097,4845"
56,"1069,1545,2287,2470,2922,3505,4332,4945"
57,"371,460,472,1444,1501,1542,2541,2595"
58,"25,268,1914,3123,3642,3874,4035,4206,4281,4571"
59,"395,4817"
60,"711,3446"
61,"837,1638,4493,4807"
62,"399,1155,1345,2037,2694,3545,4106"
63,"1244,1856,2014,2356,4664"
64,"226,445,1556,2031,2062,2658,4318,4326"
65,"395,767,2034,4138,4826"
66,"3426,3703,4613"
67,"1238,2699,4318,4571"
68,"36,382,709,2053,2586,3960,4397"
69,"1056,1267,2294,2400,2769,2806,2999,3257,4648,4892"
70,"3382,3501,3607,4297"
71,"598,1483,2792,3086,3452,4146"
72,"250,2253,3723"
73,"303,314,2435"
74,"1047,1332,1522,1617,1840,2504,3527,4222"
75,"673,1608,2118,2685,2939,3246,4239,4393,4620"
76,"537,1767,2076,2622,3058,3132,3817,4027"
77,"25,347,1185,1904,2198,3029,4681"
78,"59,175,359,1573,2360,3123,4645"
79,"363,1839,2134,3444,4473,4575"
80,"425,515,671,962,1801,1946,3069,3450,3747"
81,"818,2362,3054,3572,4940"
82,"695,845,973,2326,2353,2474,3406,4314,4834"
83,"537,3098,3811"
84,"2452,3557,3614,3621,4705"
85,"1288,2468,2542,2874,3333,3570"
86,"1040,4904"
87,"2623,3926,4407,4435,4926"
88,"624,1350,1890,1912,2692,3775,3793,4475,4647"
89,"2223,2786,3237,3477,4150,4284,4690"
90,"625,931,2413,3517,3743,3968,4340"
91,"705,1299,1805,3459,3556,3944,4432,4513,4775,4987"
92,"2413,2492,4379,4414"
93,"68,2588,2754,3043,3486,4814"
94,"1702,2032,2186,2777,2786,3601"
95,"440,505,4445"
96,"52,564,1209"
97,"462,1070,2337,2533,2687,4770"
98,"1229,2414,4487"
99,"1031,1692,1986,2319,3589,4200"
100,"84,3861"
101,"955,1017,1570,1628,1715,2816,3818,3837"
102,"2571,2658"
103,"550,554,600,708,1650,3168,3682,4033,4771"
104,"199,777,1702,2538,2857,4097,4582,4681"
105,"471,555,1036,2176,2454,3071"
106,"149,276,1198,1875,2526,3517,3619,3992,4454,4998"
107,"294,586"
108,"591,1530,3610,3868,4858"
109,"2452,3892"
110,"115,313,1314,1584,1976,2005,3146"
111,"654,910,2133,3689,3913,4356,4515,4566"
112,"438,677,1118,3859"
113,"2699,3097,4465,4863"
114,"602,1890,1989,3428,4448"
115,"103,2923,4657"
116,"56,893,2446,2869,3271,3516,4329,4929,4951"
117,"306,1174,1637,3351,3976,4544,4806"
118,"48,349,921,1117,1577,1865,2036,2254"
119,"367,539,1119,1201,2217,2977,3168,3602,4562,4630"
120,"2160,2934,3081,4523,4819"
121,"447,454,625,1750,2880,3490,3513,4197"
122,"3068,4582"
123,"112,511,1421,2423,4525"
124,"475,792,2551,4341"
125,"705,2026,2284"
126,"1810,2053,2840,3161,3165,3208,3268,3893,4330,4951"
127,"20,824,1724,2536,2684,3022,3806,4199,4350,4402"
128,"1618,2286,4364"
129,"598,1655,2698,2907,3863,4279"
130,"2211,2549,3275,3658"
131,"815,1432"
132,"394,998,2001,2063,3694,3803"
