id,width,height
0.0,9.75730449554082,2.4017904473531653
1.0,2.0,2.0
2.0,2.0,2.6192542556888974
3.0,2.327149175827532,8.022883337249581
4.0,2.0,2.0
5.0,2.0,2.0
6.0,2.429654833919913,3.4416188802293575
7.0,2.1670239638912316,4.543840511684974
8.0,5.967121338117219,2.0
9.0,7.616078080261729,19.980216757108646
10.0,2.3847756778272005,2.79670532237523
11.0,3.4810878468412683,2.0
12.0,2.825130587312355,4.672374783390282
13.0,2.508093633709569,2.9620647703878102
14.0,2.5539464704300765,4.697142486238109
15.0,7.538616022269499,2.0
16.0,2.0,2.0
17.0,3.348960149688255,6.8500331432114105
18.0,8.894486296402762,2.3737443548891735
19.0,2.0,2.055753453014865
20.0,2.7584451075168017,2.0
21.0,6.462409186102428,3.193639748950946
22.0,2.007291597161221,2.934511063081234
23.0,2.0,15.194789928303338
24.0,2.0,8.531339879527126
25.0,2.0,2.0
26.0,2.0,2.0
27.0,4.261214833954351,6.308731170177454
28.0,2.872085392703795,2.0140432071087475
29.0,5.276975438988902,5.84521451805531
30.0,9.40110824480707,2.0
31.0,6.443156825594988,9.64423703992503
32.0,4.596309955354507,3.1592483652486054
33.0,4.113557626248182,9.597270542123466
34.0,2.147719073323805,4.699998279017844
35.0,4.746658447246646,3.013561638493523
36.0,3.5005637317583873,2.0
37.0,6.503640386551207,19.570300976901105
38.0,3.65724513487982,2.174743354304435
39.0,3.507333126265116,2.0
40.0,13.377922928718828,3.9483445309361955
41.0,2.0,2.0
42.0,2.0,4.59006351682535
43.0,2.216696391083441,3.670099835859857
44.0,5.407685843323794,3.2367378028005818
45.0,2.4421455748607697,2.0
46.0,9.615268733686582,5.719505791912466
47.0,5.344252507922653,7.351603300157359
48.0,3.5183694367951137,2.0
49.0,2.0,3.3473973064590608
50.0,2.946497190516809,6.135120380790621
51.0,3.1466075188699696,5.900777419973287
52.0,2.361840467545449,2.9368765138308506
53.0,2.0,2.0
54.0,6.396935507301641,2.0
55.0,2.0,2.0
56.0,16.84604083453834,2.0
57.0,3.115113068925173,8.346163764547866
58.0,2.0,2.0
59.0,3.423905764055764,2.877802929010305
60.0,4.780049234702698,2.0
61.0,18.35154542410765,7.800205436728309
62.0,5.168966098510376,5.743120820103887
63.0,3.510666924418731,4.56181569124582
64.0,3.8262477153439236,9.519838061606062
65.0,2.0,2.0
66.0,4.53121295166275,2.4559069298556766
67.0,2.428592657321888,2.7573865470093746
68.0,2.0,5.431171443618129
69.0,2.0229539885510053,2.275122400798365
70.0,5.15941249923322,2.0
71.0,2.0,2.9675129199334433
72.0,8.605107653639028,2.0
73.0,10.299282402022836,2.0
74.0,13.752542414339437,2.0
75.0,2.50230667569559,4.587691257261166
76.0,2.4792811356790785,2.0
77.0,7.5074276848229875,2.0
78.0,2.0,2.0
79.0,2.431103991922097,6.154276374518506
80.0,2.0,2.878325883106932
81.0,5.431503690074001,2.0
82.0,2.0,8.68377646127994
83.0,2.0,4.072143374281955
84.0,6.91972253452608,2.0
85.0,7.4624245072230355,9.075739320640595
86.0,7.495315303264953,2.0
87.0,3.6191271742873248,5.372561695446428
88.0,2.010771999841383,7.8633144041304694
89.0,4.771637707541782,2.626848950354651
90.0,3.7333855388025894,3.4651158507365856
91.0,2.0,7.053753786770492
92.0,2.028828951514574,2.6189793658052163
