net_id,modules
0,"1031,1238,1521,2364,2509,2644,4590"
1,"877,1610,2006,2558"
2,"40,531,2749,3383,3985,4270"
3,"303,477,1172,2225,3253,3509"
4,"642,1787,1990"
5,"2289,2341,2640"
6,"683,3016,3636,3647,3865,4014"
7,"2758,3261,3367,4977"
8,"970,1868,1963,2298,2367,2959,3075,3396,4079,4918"
9,"167,1957,2095,2535,3150,3449,4969"
10,"263,2016"
11,"1432,1871"
12,"1462,3265,3360,3718,4394,4422"
13,"1287,1866,2094,4190,4277"
14,"881,1115,1469,1503,2471,3308,3478,4088,4699"
15,"516,3148,4492"
16,"401,3081,3234,3279,3361"
17,"295,692,967,1213,3819,4213,4530"
18,"172,409,1130,3006,3761,3817,3881,4514,4984"
19,"2616,3871,4056"
20,"288,347,558,1364,1409,1436,3984,4165,4741,4918"
21,"180,567,2301,2539,2870,4357,4360,4459"
22,"1915,1930,2500,2794,3114,4064,4565"
23,"749,1735,2695,2862,3254,3857,4710"
24,"1236,3817"
25,"126,1613"
26,"123,382,383,809,1199,2530,3185"
27,"796,1073,1097,1344,3008"
28,"1086,2649,2677,4494"
29,"352,872,892,1734,2531,2779,3758,4587,4691"
30,"1093,2503,2672,2858,2872,3692,4250,4714"
31,"63,622,967,1472,1874,3832,3871,3908"
32,"2078,2754,2800,2854,3056,4727,4736,4880"
33,"567,1054,1088,1188,1455,2534,2651,2749,3086,3740"
34,"1242,1952,2634,3857,4575"
35,"48,87,110,1166,1525,1762,1852,1951,2200,4994"
36,"1573,4952"
37,"1561,3583,3882"
38,"1273,1667"
39,"40,1857,2176,2476,2534,2739,3627"
40,"925,2302,2504"
41,"1664,1839,2101,2209,2317,2356,2565,3126,3129,4006"
42,"1909,2264,3674,4929"
43,"71,452,674,984,1490,1932,2039,2425,2544,3284"
44,"353,445,977,2924"
45,"58,112,4730"
46,"1246,2058,2233,2488,3260,3851,3937,4287,4399,4569"
47,"609,1675,1977,2254,3393,4089"
48,"1500,1769,3683"
49,"428,644,1760,2537,2644,4513,4727,4757,4813"
50,"2157,2453,3690,4170,4951"
51,"430,1085,2437,4752,4806"
52,"804,3025,3151,3846"
53,"1968,3972"
54,"1623,1869,2384,2661,3093"
55,"1499,1742,3069,3214"
56,"3564,4527,4890"
57,"1393,1927,2151,2858,4778"
58,"102,1057,2524,3179,3456"
59,"3098,4870"
60,"1562,3720"
61,"514,1269,2158,3221,3224,4034"
62,"1432,2572,3030,4931"
63,"1152,1375"
64,"76,775,3131,3988,4112,4287"
65,"139,1936,2561,3620,4503,4597"
66,"103,3282"
67,"1290,1306,1428,1524,1690,2233,2795,3117"
68,"198,441,2581,2901,3052,3931"
69,"2485,3525,4145"
70,"1189,2205,2321,3585,3689"
71,"127,192,929,1655,2535,2746,3876,4129,4543,4713"
72,"596,718,1554,3219,3855,4230,4471,4701,4907"
73,"255,323,467,1870,2416,3945"
74,"609,857,1463"
75,"1408,1492,1557,1880,3570,4177"
76,"671,1438,2037,2305,2994,4004,4223,4492"
77,"444,578,1292,1348,1634,1681,3909,4870"
78,"26,60,98,451,864,1075,1180,1181"
79,"1068,3334,3783,3896,4024"
80,"869,1979,3100,3622,4412"
81,"1510,3740,3973,4380,4484,4989"
82,"257,558,2018,2544"
83,"3398,4446"
84,"682,1317,2397,4929"
85,"304,951,2150,2529,4005,4828"
86,"1593,4418"
87,"217,294,626,1048,2308,2322,3988,4596"
88,"223,234,496,581,882,2003,3116,4527,4584"
89,"1467,1718,1834,1852,2650,3104,3576,4750,4770"
90,"963,2262,3867,4093,4239"
91,"37,648,1022,1176,1771,3648,3922,4588,4883,4909"
92,"344,367,2171,2234,2293,2621,3167,3594"
93,"603,2172,2300,3114,4002,4210,4706,4827"
94,"574,711,1804,2192,2308,3072,3565,3782,3976,4743"
95,"1939,3855"
96,"51,53,1036,1082,1406,2550,2560,3184,3734,4912"
97,"59,102,237,475,856,906,3278,3361,4099"
98,"15,103,2056,3184,3366,3420,4634,4768,4864"
99,"1023,2289"
100,"1046,1439,1617,1626,1773,2467,2872,3339,4544"
101,"199,374,1015,1131,1411,1587,1990,2662,2677,3343"
102,"114,2396"
103,"2304,3048,4051,4829"
104,"1898,1929,3156,3254,3838"
105,"285,1580,2974,3022,3957,4453,4845"
106,"369,1142,1176,2333,2641,3348,3787"
107,"607,1290,1492,2500,3381,3601,3660,3914,4905"
108,"1285,2849,2959,4315,4889,4905"
109,"1195,1453,2278,2759,3070,3189,4914"
110,"1279,3928"
111,"514,1686,1907,3257,3301,3858,4005,4190,4358"
112,"2297,3480,3801,4119"
113,"3341,3742,4428,4587"
114,"1368,2847,3810,4001"
115,"508,1390,1696,2310,3709,4916"
116,"246,273,1185,1548,2114,2161,2713,3387,3891,4945"
117,"3288,3706"
118,"293,3140"
119,"2412,2897,4102"
120,"1080,1367,3463,3572,4458"
121,"2077,3039,3533,4702,4754"
122,"786,2834,2942,2953,4826"
123,"493,3726,4425,4515,4794"
124,"253,1188,3580"
125,"370,1614,1788,1990,2379,2463,3064,3447"
126,"1454,2113,3628,4487"
127,"1067,1083,1214,1656,2305,2523,3645,3836,4510,4548"
128,"152,755,1174,2567,2704,4057,4507"
129,"1245,1602,1710,4392"
130,"1053,1465,2177,3331,3768,3797,4228"
131,"2075,3818,4531"
132,"1043,1631,3022,3536,3701,4207,4610"
133,"67,470,1193,1522,1731,4166,4435"
134,"2491,2594,2610,4041"
135,"64,313,1502"
136,"190,3281,3317,3404,4270"
137,"620,2046,2918,3243,3708,4738"
138,"149,634,995,1008,1051,1667,4919"
139,"260,452,571,1802,2099,3039"
140,"186,1361,3529,3838"
141,"352,2835,4861,4955"
142,"749,4100"
143,"896,3011,4798"
144,"2298,4857"
145,"498,1473,1940,2170,2185"
146,"348,355,1370,1914,2518,4059"
147,"156,875,896,3799"
148,"435,1108,1592,1954,2710,4119"
149,"1124,2070,4103,4306"
150,"12,306,602,1119,1927,2976,3209,3303,3826"
151,"551,1481,2354,3217,3489"
152,"727,2282,2704"
153,"708,880,1236,2469,2642,3881,4897"
154,"520,1040,2236,2537,2687"
155,"342,1226"
156,"215,345,1324,3297,3440,3501,3755,4119,4267,4846"
157,"170,569,1131,1395,2093,2452,2575,2903,3041,4434"
158,"915,1670,1916,3607,3899,4028,4546,4810,4881,4910"
159,"1836,2188,2268,3070,3582,3638,4632,4978"
160,"156,4392"
161,"842,1373,2044,3144,3519,3782,4120,4258"
162,"147,177,402,1973,2580,3625,3811,4263,4453"
163,"3368,3392,3473,3988,4893"
164,"992,1527,1601,1735,1792,2089,3083,3666"
165,"292,486,539,1119,1319,2438,2882,4138"
166,"738,1511,1924,2013,2618,3552"
167,"1003,1643,2750,2980,4565,4591,4625,4649"
168,"203,808,2253,3251,3562"
169,"214,856,1767"
170,"60,1207,1904,2441,2874,3043,3069,4045"
171,"1805,1819,2176,2936,3039,3760"
172,"496,1015,1836,3790"
173,"726,2924"
174,"1032,1794,2474,3036"
175,"116,588,620,2331,2666,2967,4762"
176,"92,212,418,688,2716,2740,3174,3217,4482,4787"
177,"136,609,806,1091,2603,2826,3130,3645,4880,4959"
178,"305,1139,2285,2769,2853,3280,3866,4027,4979"
179,"1949,3335,4521"
180,"2643,3087,3509,3767"
181,"674,1355,1933,2157,2591,3397,3462"
182,"1146,1169,2122,3471,4880"
183,"236,1342,1447,2015,2529,2735,2867,3365,4480"
184,"141,589,1898,2987,3271,3535,3816"
185,"470,519,946,2507,2532,4304,4348,4442,4746"
186,"565,1516,4077,4285,4413"
187,"247,279,681,921,1187,1252,4500"
188,"2259,2758,3527,4432"
189,"2536,2783,3929,4710"
190,"200,2259,4385,4513"
191,"1387,1990,2177,2314,2547,2988,4443,4580,4633"
192,"573,2107,2141,3330,4592"
193,"2732,2925"
194,"423,1758,3933"
195,"710,1213,1734,2715,3064,3742,3781"
196,"1605,1730,2919,3170,3927,4797"
197,"821,3589"
198,"14,1353,2159,2296,2701,3142,3335,3520,3699,3780"
199,"774,4033,4395,4546"
200,"401,771,3198,4458,4464,4494,4555"
201,"847,1602,1943,2486,2870,3103,3540,4900"
202,"1376,1952,2803,2857,3471,4198"
203,"344,867,1062,1132,1929,2224,2723,3400,4090,4660"
204,"1072,2320,2544,2631,4875"
205,"1143,1222,2235,2487,4006,4319,4975"
206,"472,1302,2428,2466,2529,3041,3204,3283,3369,4462"
207,"273,344,941,1801,3052,3138,3463,4085,4407"
208,"819,937,1237,1550,1977,2421,2590,3339,4051,4820"
209,"217,580,2290,3328,3553"
210,"1189,2284,2931,2996,3049,4153,4169,4279"
211,"1709,2988"
212,"900,1188,1553,1559,1603,1801,2719,4679,4773,4915"
213,"1970,2753,4510"
214,"660,1624,1788,2453"
215,"2682,3557,4001,4890"
216,"1446,2561,4082,4295,4938"
217,"2248,4154,4335"
218,"141,194,279,1012,3625,3705,4958"
219,"1177,2034,2860,3429,3648,4878,4991"
220,"609,2780,4519"
221,"560,2284,3199,3696,4935"
222,"360,2027,2112,3647,4117,4252"
223,"2106,2977,3078,3933,4396"
224,"24,480,1261,1425,1757,3294,3730"
225,"352,2186,2982,3343,3761,3788,4062,4333,4518"
226,"444,1276,2213,2758"
227,"283,1219,1685,2885,2931,3115,4122"
228,"1619,2342,2882,4121,4202"
229,"239,729,2163,2260,3490,4760"
230,"926,4116,4664"
231,"1625,2344,2470,2645,3154,3338,3617,4187"
232,"1693,2093,2158,3402,3646,4954"
233,"516,1806,2280,3126,3638,3995,4069,4103,4359"
234,"994,1731,2850"
235,"1204,1271,1859,2447,3078,3737,4738"
236,"745,3047,4168,4848"
237,"1027,1609,2072,3033,4085,4498"
238,"1757,2252"
239,"216,800,1508,1985,2744,4980"
240,"3922,4821"
241,"344,2063,3107,3255,4130,4960"
242,"537,815,2190,4297,4365,4720,4807"
243,"813,927,1407,2571,3202,4483"
244,"25,356,2989,3081,3927"
245,"1818,3165"
246,"154,286,1924,3256,3831,4226,4361,4369,4605"
247,"936,1210,2650,3777"
248,"1339,2316"
249,"1433,1451,1517,1999,2578,3626,4141"
250,"296,2150,2982,3765"
251,"519,713,2298,2614,3837,4178"
252,"2487,2773,2916,3778,4637"
