net_id,modules
0,"99,283,944,1377,1976,3264,3346,4291"
1,"168,855,1471,2723,2985,2992,2997,4791,4927"
2,"1250,1538,3220,3774,3822,3891,3912,4451,4741"
3,"1146,1873,2818,3957,4012,4732"
4,"715,1123,1862,3629"
5,"1,2447,2894,3073"
6,"283,617,804,854,2214,2672,3797,4272,4351"
7,"285,711,1053,1907,2843,3292,3604,4107"
8,"100,463,483,2254,3365,4308,4997"
9,"308,950,1001,1187,2068,2462,2601,2623,4525"
10,"166,1385,3327,3616,3818"
11,"208,842,2505,2750,3117,3512,3815,4135,4297,4631"
12,"285,293,848,2444,4044"
13,"326,817,884,1066,2207,2701,2838,2884"
14,"1447,3003,3078,3535,4421,4437"
15,"95,2249,3458,3684"
16,"212,495,968,4415"
17,"1739,1894,2476,2827,3061,3266,4720"
18,"137,171,847,1978,2284,2561,2622,3682,4266"
19,"992,1748,2623,2740,3593,3810,4333,4411"
20,"235,949"
21,"849,957,1018,1683,2711"
22,"116,190,1099,1600,1927,1936,3188,3475,4176,4496"
23,"327,528,1181,1525,2925,3029,3760,3829,4104,4336"
24,"349,1602,1940,2387,2901,3104,4167,4516,4612,4967"
25,"197,378,1108,1138,1411,2117,2696,2832,4431,4925"
26,"505,1147,1483,2079,2990,3057,3620,3698,4163,4974"
27,"1793,1868,3010,3840,4021,4067"
28,"811,1738,2327,3737"
29,"387,532,631,1459,1631,1645,4208"
30,"48,511,2112,4423"
31,"327,409,1299,1425,2693,2890,4017"
32,"1519,1832,3719,4637"
33,"1734,1854,2580,3085,3944,4010,4087,4404,4501,4652"
34,"10,1229,1247,1785,2372,3891,4150,4191,4642,4810"
35,"36,1449,1889,1952,2361,2481,4306,4553,4915"
36,"282,489,762,902,1507,3576,3988,4200,4534"
37,"789,1789,2734,2872,4187"
38,"1655,3035,3551"
39,"86,603,1999,3132,4400,4612"
40,"1312,1546"
41,"614,771,1575,1739,2680,3133,3497"
42,"2660,2772"
43,"1014,3265,4076"
44,"55,1053,2229,2901,3072,3164"
45,"1170,1298,1345,2731"
46,"470,2552,3327,3807"
47,"1954,2359,2459,2929,4557,4856"
48,"2385,2897,3841"
49,"1160,2123,3253"
50,"801,1165,3283,3312,3616,3825,4123,4259"
51,"257,1097,1414,1450,1781,2186"
52,"853,1107,1615,2950,3827,4228,4880"
53,"48,847,1110,1466,1739,2023,2229,2722,3618"
54,"1029,1050,1067,1615,1945,3167"
55,"154,290,448,1430,1769,2014,3137"
56,"1575,2792,3507,4500,4743,4901"
57,"719,2290"
58,"330,1003,1253,1788,2383,3391,3870,3970,4328,4449"
59,"1887,2540,3105"
60,"621,1676,2283,2934,3763"
61,"100,903,1202,2038,3874,3902,4094,4553,4607"
62,"222,446,581,920,1159,1180,1982,2241,3152,3891"
63,"236,402,599,778,950,1676,1761,1963,3825"
64,"1212,3304,4023,4764"
65,"11,1339,1920,3323,3646,4324,4402"
66,"325,2001,3040"
67,"424,746,964,1249,2333,2376,2406,4608"
68,"426,1432,2574,2943,4656"
69,"4126,4288"
70,"862,2552,2718,4301,4424,4533,4638"
71,"1438,1798,3151,4789"
72,"902,1320,4152"
73,"138,1275,2901,3143,3763,4044,4682,4867"
74,"1228,1345,2898,3078,4348,4467,4655"
75,"23,288,2344,3265,3288,3582,4957"
76,"471,835,2693,3145"
77,"120,665,1367,2030,2254,2802,3568,4857"
78,"83,167,4882,4977"
79,"157,892,1332,1473,1978,2328,2695,2826,3085,3342"
80,"1558,2719,3387,3503,3610,4112"
81,"525,2598,2926,3466,3857,4598"
82,"782,867,1563,3678"
83,"1507,3074,3699,3880,4214,4272,4780"
84,"518,1052,1277,1439,1817,2208,2346,2917"
85,"125,448,764,1519,2348,2975,3052,3477,4052,4995"
86,"102,2448"
87,"354,1660,1724,1775,2262,2501,3764"
88,"127,1008,2132,2342,2462,2920,3373,4691"
89,"485,1130,1761,2518,3849,4647,4770"
90,"931,2276,3125,3452,3755,4800"
91,"597,3424"
92,"356,506,1421,1523,2265,2957,3163,3193,4070,4080"
93,"649,855,1203,1522,1678,1767,2345,3348,4192,4364"
94,"18,511,730,3474,3930,4417,4813,4860"
95,"501,2861,4128"
96,"221,512,562,717,1206,1678,2781,4077,4572"
97,"585,1583,2658,3573,3702,3882,3978,4178,4612,4882"
98,"1719,2030"
99,"1059,1557,2361,3098,3511,3606,3984,4080,4244"
100,"1308,1642,1853,3555,3622,4113,4655"
101,"2003,3240"
102,"503,552,677,2618,3203,3883,4357,4722"
103,"448,1274"
104,"899,2065,3572,4489"
105,"484,695,1299,1753,2996,3503"
106,"934,940,1085,2417,2556,2713,3045,3211,4197,4741"
107,"356,830,913,1095,2368,3069,3113,4499,4876"
108,"185,840,2323,2986,3182,3363,3533,4643,4934"
109,"383,685,3911"
110,"1957,2891,3000,3149,3411,4390,4553"
111,"615,1011,2413,3829,4354,4852"
112,"843,1522,1716,1908,3670"
113,"528,842,1182,2555,2649,3339,3853,4283"
114,"459,1439,1654,1938,2798,3026,4049"
115,"124,710,2176"
116,"1463,3044,4109,4320"
117,"228,861,1277,2013,3103,4189,4522"
118,"1129,1743,1884,1994,2909,2953,3651,3713,3799,4551"
119,"76,1384,1604,2517,2946,3548,3766,4026,4319"
120,"544,681,1339,1584,1850,3327,4196"
121,"137,175,597,1755,3215,3879,4565"
122,"510,804,3081,3363,3788,4531"
123,"625,661,2267,3277,3613,4555"
124,"719,772,856,1276,1497,2556,2570,2791,4885"
125,"1632,2112,2524,4662,4711"
126,"70,1026,1441,1614,1783,1818,2126,3138,3720"
127,"834,1124,1440,3421,3617,3977"
128,"104,359,1030,1624,1905,2502,2924,3137,4089,4129"
129,"124,454,681,1296,1873,3775,4137"
130,"75,1091,1878,2264,2628,3292,3856,3929"
131,"1503,1847,2108,3053,3757,4902"
132,"825,1332,3013,3621"
133,"610,1928,3179,3317,3552,4253,4341,4668"
134,"121,2374,2549,3186,3833,3946"
135,"617,983,1666,4968"
136,"1058,1305,1657,2391,2775,3034,3270,3330,4763"
137,"668,1171,1842,2969,3363,4298,4825,4896"
138,"42,615,1175,1679,1694,3305"
139,"314,1208"
140,"570,1022,1634,3402,3660,3928"
141,"123,752,4336"
142,"384,1503,2129,2679,2813,4509"
143,"1214,1810,1908,1969,2102,2462,3472,3755,4698,4824"
144,"110,127,225,253,1736,2881,2959,4267,4288,4348"
145,"351,773,1518,1632,2720"
146,"86,193,2120"
147,"537,2195,3547,3996"
148,"288,4740"
149,"88,121,752,986,1284,2824,3082,3128,3269"
150,"282,1232,2261,3147,3296,4050,4176,4802"
151,"1541,3480,4517,4596"
152,"932,2717,3233,3369"
153,"75,202,993,1172,1587,2256,2499,2661,2767,3214"
154,"2089,2290,4061,4206"
155,"294,910,1841,2423,3573,4438"
156,"912,2255,2561,4102,4334,4444"
157,"944,1440,3015,3269"
158,"113,211,1026,1248,2166,3109,3372,3940,4655,4984"
159,"184,222,724,2433,3078,3216,3726,4464,4819"
160,"727,2037,2571,2819,3919,3994"
161,"225,938,1858,2488,2951,3361"
162,"3190,3790,4618"
163,"979,1395,1613,2176,4297,4804,4817"
164,"1230,1479,2046,2593,3052,3212,3810,4280,4663"
165,"302,2931,3180,3450,4106"
166,"846,909,1021,1426,2266"
167,"105,1353,1375,1701,2685,3018,3727,4883"
168,"133,156,969,1338,1738,1922,2042,2383,3880"
169,"3064,3331,4338"
170,"937,1810,2974"
171,"1129,2407,3030"
172,"575,582,956"
173,"785,794,1860,2403,4033"
174,"630,900,1614,1974,2542,4135,4292,4382"
175,"503,856,2169,4195,4854"
176,"941,959,4155,4227,4241,4366,4485,4633,4810"
177,"685,1685,1807,1815,3206,3515,4723"
178,"199,476,1961,2199,3365,3409,4757"
179,"1426,1934,4726"
180,"537,987,2275,3605,4972"
181,"465,1660,1823,2143,2529,4143,4507"
182,"1809,2067,3542"
183,"369,386,594,849,1690,3691,3758,3802,4754"
184,"138,341,917,1137,1513,1691,3458,3634,3782,4256"
185,"4095,4457"
186,"1398,2162,2796,4456"
187,"2114,2489,4747"
188,"1677,1703,2355,4107,4601"
189,"1666,2043,3086,3885,4035,4726"
190,"1571,2828"
191,"854,2172,2575,2869,3332,4448"
192,"575,843,941,2219,2355,2430,3302,3944,4760"
193,"1779,4991"
194,"411,484,1402,2741,3308,4729"
195,"18,694,2018,2581,2913,3479,3569,4231,4377"
196,"4265,4766"
197,"1179,1924,4073,4481"
198,"1184,1466,1788,2018,2123,2337,2699,3513,4268,4407"
199,"144,501,1239,2036,3087,3802,4845"
200,"2057,3418"
201,"181,809,845,912,1611,1821,1920,1937,3584"
202,"452,2190,2696,3317,3617,3712,4749,4989"
203,"64,480,751,939,1198,1327,1353,2728,3358,3947"
204,"1025,2517,2958,3521,4463,4595"
205,"1118,2115"
206,"2476,2723,2756,2905,4847"
207,"3433,3498,3746,3833,3904,3942,4227,4357,4452"
208,"1810,1825,3161,3367,3855,4037,4108,4771"
209,"1699,1835,2824,3670,3861,4254"
210,"676,815,2089,3821,3895,4233,4479,4601,4688"
211,"526,1394,2553,4999"
212,"529,1938,2648"
213,"1194,1626,1668,2477,2830,3980"
214,"408,2065,2087,2208,2635,2849,3054"
215,"869,1118,1953,2005,2396,3683,3714,4713"
216,"114,444,929,999,1738,2114,2656,3288,4056"
217,"617,768,991,1592,4007"
218,"958,985,3111,3471,3875,4655,4711"
219,"1147,2013,2125,2672,3268,3914,4275,4501,4606"
220,"1001,2803"
221,"1135,1396,3236"
222,"1138,1150,2620,2814,4699,4705,4967"
223,"443,3439,3567,4635"
224,"1368,2168"
225,"407,1178,2358,4115,4282"
226,"21,2245,2628,2991"
227,"871,2212,2443,2480,2803,3514,4362"
228,"540,1365,1565,2452,3096,3325,3463,4159"
229,"1272,1998,2335"
230,"733,1105,1634,3852,4310,4690,4781"
231,"1460,1549,2976,3743,4022"
232,"598,632,977,2716,3069"
233,"1448,4405"
234,"681,836,1301,2217,2335,2648,3682,3714,3798,3814"
235,"848,1128,1135,2070"
236,"99,130,730,927,1149,1226,2558,2964,3871,4611"
237,"60,233,1108,1170,1974,2322,2724,2963,4160"
238,"1739,2145,3543,3700,3979"
239,"147,1306,1575,2029,2132,2250,2908,3112,3328,4409"
240,"289,495,903,1020,1089,1214,1294,2714,2891"
241,"918,1165,2038,3222,4027,4607,4635"
242,"169,634,874,1244,2143,2234,3778,3790,4917"
243,"2988,4839"
244,"583,1772,1907,2133,2332,3523,4283,4803,4811"
245,"320,962,1670,1980,4930"
246,"4272,4718"
247,"1200,2801,3001,3404,4556,4834"
248,"2060,3393,3422,3480,4275,4543"
249,"182,294,772,807,1402,2976,4031,4206"
250,"1309,2933,3688"
251,"11,1219,3746,4984"
252,"182,894,2384,2406,3363,3423,3999,4431,4556"
253,"892,1594,3859,4234"
254,"248,2089,2295,2451"
255,"1506,1744,2806,2931,3777,4597,4723,4954"
256,"2166,3191,4185"
257,"1007,1788,4710"
258,"744,2158,2763,3872,4649,4913"
259,"672,2825,4355"
260,"350,391,696,2082,3005,3941,4070"
261,"93,263,307,771,1412,2944,3416,4382"
262,"1143,1340,2186,2386,2757,2887,3820,4201"
263,"81,465,766,875,2131,2814,2910,3711,4342"
264,"1206,2799,2871,3817,4291"
265,"2408,2559"
266,"46,1074,1256,1497,1512,2488,2790,3078,4131,4908"
267,"200,394"
268,"148,1987,2173,3277,3290"
269,"246,798,1569,1718,2156,2528,3560,4017,4276,4398"
270,"374,1811,3543,3667,3782,4002"
271,"223,748,908,1382,1969,2032,2169,4025,4804"
272,"617,1974,2995,3126,3192,4302,4425"
273,"681,873,1173,1629,2140,3326,3388,3791"
274,"595,4177"
275,"147,729,826,969,2137,2508,2629,3100,4243,4785"
276,"617,788,904,1419,2149,2199,2443,2673,3484,4228"
277,"388,761,2188,3286,3523,3834,4755"
278,"1361,2021,3619"
279,"59,1058,1702,2744,3109,3389,3900,4008,4156,4901"
280,"2178,3924"
281,"530,2739,3260,3411,3801,4138,4383"
282,"79,771,1436,2244,2996,3192,4538"
283,"380,753,755,1100,1712,2470,2812,3852,4614"
284,"1060,1585,1819,3024,3565,3748,4151,4164,4221,4809"
285,"836,926,1333,1835,2154,2991,3308,4388,4714,4795"
286,"267,1662,2606,2714,2886,2928,3188,3903,4930"
287,"401,898,1305,1851,3085,3243,3895"
288,"1428,1775,2152,2546,2651,3294,3955,4286,4553,4636"
289,"578,1096"
290,"634,703,1629,2562,4227,4877"
291,"3447,4337"
292,"2627,2675"
293,"1372,1794,2292,2587,4986"
294,"1936,2670,2834,3394"
295,"423,596,1362,2206,2601,3577,4744"
296,"65,1758,1827,2243,3599,3639,4949"
297,"728,2228"
