net_id,modules
0,"346,2393,3322,4871"
1,"57,281,463,780,1732,2247,2262,2902,3534,4833"
2,"898,1464,1467,1743,1998,3325,3455,3885,4086,4318"
3,"146,687,2402,2878,2892,3091,3101"
4,"387,582,1003,3541"
5,"585,857,1810,2387,3118,3175,4252"
6,"1000,4082,4205"
7,"151,737,1882,2813,2818,4022"
8,"926,1101,2037,2665,3269,3333,3614,4217,4421"
9,"366,458,577,724,1758,3059,3457,4373"
10,"95,1745,1961,2924,3486,3770,4087,4383,4394"
11,"192,292,1419,2308,2320"
12,"1415,2140"
13,"789,936,1360,1654,2264,4871"
14,"310,1250,1331,2803,3111,3253,4574"
15,"252,881,1297,1694,1945,2907,4183,4416"
16,"2062,4363"
17,"2837,2848,4619,4915"
18,"1675,2182,2441,2608,4849"
19,"175,265,1088,2096,2564,4047,4372"
20,"1033,1427,3873,4004,4100,4254,4941,4977"
21,"394,429,664,2648,2826,3130,3163,3914,4937"
22,"949,1161,1807,2332,4897"
23,"755,4910"
24,"3241,3468,3752,3766,3793,4485,4716,4851,4887"
25,"537,1253,1561,2372,3704,4082"
26,"1071,2223,3174"
27,"531,918,1901,1971,2217,2749,4089,4394"
28,"1083,2132,3084,3117,3608,3767,4395,4668,4896"
29,"819,3965"
30,"604,2365,4902"
31,"2489,3574,4337"
32,"1242,2292,3480,4071"
33,"850,1615,3941,4710"
34,"2617,3906,4616,4849"
35,"262,773,919,1368,2134,2479,3057,3517,4374"
36,"140,347,697,1154,2218,2408"
37,"2493,3334,4720"
38,"1308,3188"
39,"457,2239,3530,4763"
40,"1116,1611,2051,4755"
41,"603,3693"
42,"484,670,3014,3565,3629,4027,4279,4928"
43,"2282,2516,3786"
44,"3057,3903"
45,"10,532,1330,1441,2272,2274,2391,2625,3603,4712"
46,"441,3922"
47,"1558,1634,3752,4845"
48,"286,426,1661,2044,2638,2644,2928,4196"
49,"502,775,1292,1754,4141"
50,"786,1396,3855,4793,4820"
51,"1633,1898,4814,4927"
52,"512,984,1550,1669,1710,3194,4006,4930"
53,"110,122,1712,4192"
54,"74,220,461,2136,2616,3171"
55,"407,784,827,941,2247,2803,3027,4558"
56,"24,644,2112,2913,3034,3159,4194,4817,4947"
57,"2038,2544,3052,4160,4826"
