net_id,modules
0,"16,315,3508,3608,3958,4102"
1,"1132,1378,1644,1934,2572,2695,3010,3510,4869,4921"
2,"502,1968,2562,2975,3075"
3,"542,1446,1579,3071,3402,4216,4386,4791"
4,"357,785,1233,2139,2236,3984,4011,4697"
5,"87,476,557,1093,1444,1529,1861,2750,3017,3064"
6,"269,695,1429,1814,2090,2948,3419,3441,4000"
7,"534,917,3181,3284"
8,"901,1060,3406,3718,4519"
9,"330,334,434,1432,2854,4139"
10,"1038,1803,2032,2318,2521,2647,2941,3004,3266,4049"
11,"725,2290,2449,2616"
12,"750,1512,1943,2235,2292,3305,4192,4272,4302,4959"
13,"1319,2384,2942,3760,4841"
14,"1989,2717,3546,3847,4903"
15,"1773,4962"
16,"168,587,1582,1621,2340,2996,3099,3743,3970,4782"
17,"1257,1445,2247,2536,3359,3684,4893"
18,"201,585,642,1233,1473,2328,2808,3367,3642"
19,"430,2955,3541,4829"
20,"66,293,342,2113,3343,4461"
21,"259,268,1636,2420,3478,3485"
22,"25,875,1586,2223,2236,3861,4059"
23,"294,663,850,2350,4898"
24,"909,1027,1188,1230,1295,1760,2826,3303,3714"
25,"103,1904,2372,3169,3979,4039"
26,"556,3613,4185,4448,4842"
27,"1483,3570"
28,"447,580,675,2983"
29,"648,717,2285,2400,2528,4455,4742"
30,"2090,2934,4367,4993"
31,"790,918,3496,4662"
32,"949,2472,2800,3514,3834,4429"
33,"550,881,1121,1743,1794,3014,4312,4358,4454,4501"
34,"322,542,2374,2987,3598,3600,3831"
35,"214,3639,4948"
36,"362,972,2473,2636,3678,4247"
37,"475,917,2835,4492,4862"
38,"1426,1769,2061"
39,"659,2198,4270"
40,"31,1587,3207,3716,3920,4073"
41,"432,624,1078,2789,3078,3664"
42,"2153,3462,4806"
43,"1341,1764,3733,4730"
44,"128,823,1209,1363,1629,1747,2674,3808,4149,4793"
45,"1504,2217,3148,4439"
46,"598,2340,3636,3659,4274"
47,"761,972,1616,2372,2506,3176,4448"
48,"517,579,1569,2689,2707,2984,4030,4767,4877,4950"
49,"374,710,2982"
50,"629,898,1840,1900"
51,"16,945"
52,"383,1971,2071,2595,2997,4951"
53,"169,685,2081,2560,3900,4291,4298"
54,"783,1622,1845,2275,2508,2510,2915,3124,4318,4657"
55,"4149,4171"
56,"96,170,446,2970,3913,3964"
57,"1012,1750,1787,3967"
58,"579,745,1203,2581,4445,4930"
59,"210,497,1314,2049,2260,3238,3563"
60,"2590,3253,4572"
61,"2826,3394,3768"
62,"464,2075"
63,"608,4647"
64,"103,2869,3247,3521,3926,4402"
65,"60,1127,2403,2718,3707,3731"
66,"673,1161,1723,2243,2521,3397,4103"
67,"3781,3962,4637"
68,"0,982,2436,2930,4545"
69,"805,1744,1934,2530,3161,3506,4400,4498,4625,4803"
70,"794,2382,3310,4396"
71,"177,4264,4567"
72,"533,920,1028,2742,2857"
73,"461,1676,3767,4405"
74,"71,233,1150,1449,2061,2279,3581,3726,3845"
75,"353,2275"
76,"470,710,1232,2492,3200,3461,4829,4910"
77,"789,1222,2199,3660,4272,4495,4984"
78,"165,293,1837,4105"
79,"1020,1375,1479,1676,1697,2440,3799,4696,4860,4875"
80,"27,437,1873,2188,2986,3382,3979,4687"
81,"1833,2222,2244,2724,3213,4982"
82,"338,974,1798,2022,2271,2375,2750,4180,4408,4853"
83,"493,596,2596,3019,3509,3894,4131"
84,"201,454,3459,3800,3863,4065,4175"
85,"2501,4003"
86,"615,1336,1901,2907,3290,3962,4365,4431,4760,4946"
87,"600,1228,1377,1490,2333,3725,3958,4096"
88,"489,2283,2413,2488,3142,3502,4966,4981"
89,"137,357,459,1123,2639,2795,4391,4962"
90,"437,756,1516,1902,3433,4110,4367,4713"
91,"1119,1286,1349,2022,2196,2848,4420"
92,"335,500,947,1085,1942,3143"
93,"298,992,2224,2485,2916,4348,4382"
94,"794,1158,1291,1574,1704,2199,2668,3290,4176,4413"
95,"618,3102,3284,3587,3907"
96,"1262,1895,2021,2192,2337,2481,3883,4025"
97,"742,2678,3072"
98,"162,424,655,958,1641,2024,4178,4283,4476"
99,"42,226,539,1160,1481,2838,2953,3403,4163,4505"
100,"334,558,1050,1195,1790,2922,3606"
101,"724,2442,3122"
102,"75,2012,2070,2785,2868,3207,3456,3497,3526"
103,"1679,1969,2099,2384,2694,3196,3581,4450"
104,"749,2272,4349"
105,"1291,2491,2930"
106,"464,1443,2217,2511,2835"
107,"1424,1951,2217,2296,3954,4668"
108,"849,1242,3003,3563,4286"
109,"1317,1505,2028,2551,2976,3883"
110,"394,915,1121,3491,4657"
111,"92,192,1343,1747,2570,2667,2802,3893,4453,4849"
112,"3372,4082,4180,4885,4979"
113,"196,2196"
114,"1270,3305"
115,"590,1072,1572,2939,3151,3535,3779,4232"
116,"1073,2189,3458,3942"
117,"680,1239,2095,3045,3633,4215,4716"
118,"4012,4146"
119,"2100,2756,3389,3942,4133,4160,4673,4824,4924"
120,"476,836,2602,3794"
121,"752,2071,2119,2814,3189,3462,4638,4703"
122,"831,1636,2019,2821,3663,3747,3894,4042,4497,4875"
123,"210,822,2761,4781"
124,"1046,3377,4373"
125,"925,936,2186,2393,2434,4957"
126,"341,743,823,2058,2518,2897"
127,"1283,4039"
128,"234,560,623,840,2109,2583,4950"
129,"636,2302,2575,4254,4310"
130,"613,680,1080,2958,3074,3349,3659,3932,4533"
131,"270,845,1776,2053,2249,2765,3751,3816,4328"
132,"789,1414,2143,2741,4001,4440"
133,"2006,2877,3527,4466"
134,"1792,3018,3449,4351"
135,"2197,3465,4209,4338,4786"
136,"6,1109,2575,2690,2752,3262"
137,"2685,4402"
138,"1180,1830,2227,2280,2574,3065,3078,3552,3811,3957"
139,"163,230,368,610,4129,4474,4508"
140,"3692,3878"
141,"2201,2290,3471,4655"
142,"4030,4795"
143,"1306,1634,1888,2668,3626,3812,4041,4055,4957"
144,"1569,2588,4208"
145,"291,846,866,1168,2845,3088,3180,4230,4532"
146,"159,188,546,808,1585,2720,4252,4260,4806,4979"
147,"143,1697,2356,2949,3004"
148,"306,2027,2834,3452,4092"
149,"1094,1203,1493,1908,3099,4213,4362,4952"
150,"89,736,808,1737,2272,2437,4227,4868"
151,"314,1328,1560,1567,2772,4863"
152,"1177,2476,3030,3263,3368,3637,4321"
153,"104,3755,4569,4962"
154,"161,368,1575,1805,2761,3430,4983"
155,"642,710,852,1083,1649,1790,1919,2739,2851,4255"
156,"362,1514,3505,4513"
157,"1262,1435,1519,1952,1971,2780,4014"
158,"854,4040,4857"
159,"263,1235,1857,2073,2117,2513,3296"
160,"2302,3281,4667"
161,"436,1444"
162,"147,533,1270,1435,2244,2614,2781,2938,3617"
163,"3,2354,3054,4322,4489,4621,4763"
164,"10,2698"
165,"457,2707,3053,3599,3621,3790"
166,"18,866,1381,1540,3327,3834,4141"
167,"2398,2717,3680"
168,"92,263,629,1049,3067,3603,4265"
169,"2469,3809"
170,"139,372,1099,1883,4510"
171,"24,1015,1046,4285,4763"
172,"274,628,647,2056,3188,3558"
173,"364,578,1806,3123,4999"
174,"1556,2588,4471"
175,"149,401,814,943,1574,1808,2073,2734,3260,4049"
176,"126,380,1153,1713,1895,2394,4562"
177,"742,954,1958,1998,2713,3327,3354,4959"
178,"498,689,1412,2074,2219,4518,4633,4759"
179,"2074,2118,2636,2914,3902,4262,4842,4988"
180,"115,788,1001,4738,4761"
181,"443,2534,2554,2873,4565"
