net_id,modules
0,"2153,2417,3474,3717,4925"
1,"324,460,1008,1477,1561,2278,2388,2841,3351"
2,"49,4134,4389"
3,"769,857,960,1361,1793,2489,2943,4029,4742,4921"
4,"812,813,900,1573,2183,2939,3934,4865"
5,"254,1173,2845,4422"
6,"59,1839,3833,3853,4329,4409,4921"
7,"424,2928,3408,3987,4305"
8,"674,908,1157,4140"
9,"2693,2771,3016,3442,3456,4049"
10,"985,2298,2468,4623"
11,"924,1548,1906,1985,2186,2981,3163"
12,"508,1676,2141"
13,"281,3903,4456"
14,"604,1055"
15,"211,788,967,1033,1075,1340,4537"
16,"2463,2794,3608,3844,4986"
17,"1321,1557,1796,3548,4592"
18,"367,573,758,1532,1718,3224,3777,4078,4247,4602"
19,"1160,2817,3225,3260,3699,4111,4256,4275"
20,"900,1066,2083,2322,2335,2640,3872,4501,4762"
21,"140,878,1367,1769,3666,3883,4330"
22,"1290,1633,1857,2031,2137,3124,3400,4925"
23,"3379,3843"
24,"532,644,755,2345,2659,2761,4797"
25,"100,2299,2320,3728"
26,"114,637,1802,1820,2592,3407"
27,"2416,3262"
28,"154,373,1007,1766,2052,3809,4434,4927"
29,"2104,2182,2506"
30,"584,1832,2457,3056,4623,4625"
31,"238,703,1393,1419,1757,1954,2227,2728,2905,4151"
32,"865,2882"
33,"149,169,565,604,3337,4717"
34,"289,729,1261,2912,3755"
35,"130,464,739,1807,2021,2036,3223,3303,3981"
36,"36,137,209,618,1445,3721,4073,4629"
37,"734,1079,1581,1611,2022,2915,3366,4060,4880"
38,"450,487,1138,1567,3076,3321,3542,3984,4271,4648"
39,"39,66,533,1685,3994,4765"
40,"404,990,2426,2918,3179,3899,3943,4113,4437"
41,"120,2585,2875"
42,"854,2650"
43,"269,1404,1566,1583,3558,3578,3694,4500,4624,4656"
44,"25,381,497,1338,1741,2627,3050,4549,4755,4956"
45,"392,2545"
46,"902,1352,2385,4043"
47,"46,571,2026,2242,2288,2724,3486,4162,4928"
48,"193,595,930,1016,1887,1919,3674"
49,"459,1010,1735,1773,2230,3796,4481,4549,4610,4842"
50,"340,1506,1833,1979,4265"
51,"2182,3302,3809,4210,4762,4811"
52,"481,1345,2058,3327,3578"
53,"1928,3911"
54,"1595,2561"
55,"97,659,886,1993,2174,2315,2436,4311"
56,"2521,3492,4313,4559"
57,"1863,4932"
58,"62,470,2612,2741,2881,4331,4346,4572,4919"
59,"1432,3600,4264,4720"
60,"2940,3579,4416,4729"
61,"1289,3463,3650,4945"
62,"1219,1481,2073,3310,3878"
63,"237,2211,2807,2909,2971,3783,4079"
64,"1134,4175,4738,4910"
65,"220,3767,4680"
66,"281,1410,1872,2047,2969,4832"
67,"356,1783,2023,3436"
68,"2162,3026,3634"
69,"1547,1953,1999,2191,2892"
70,"386,2084,3636,4164,4718"
71,"248,1309,1901,1990,2761,3008,4802"
72,"158,251,690,812,1076,2284"
73,"178,933,2142,2248,2451,2454,2837,3965,4156,4282"
74,"399,948,1030,1752,1775,1849,3088,3687,3736,4227"
75,"42,782,2809,4603,4640"
76,"167,1222,1426,2270"
77,"4272,4508"
78,"21,409,833,948,1655,2087,2427,2722,3070,4534"
79,"427,1717,2672,2884,3149,3784,4017,4296,4865"
80,"284,341,754,1555,2164,2801,3337,3545,4118"
81,"103,352,894,1224,1299,2202,3856,4283,4928"
82,"152,2017,2973,3351,3643,3971,4195"
83,"213,386,1768,3078,3710"
84,"894,1624,1638,1849,1899,2018,3387,3628,4092,4398"
